Date,HH:MM,Datasource,DryBulb {C},DewPoint {C},RelHum {%},Atmos Pressure {Pa},ExtHorzRad {Wh/m2},ExtDirRad {Wh/m2},HorzIRSky {Wh/m2},GloHorzRad {Wh/m2},DirNormRad {Wh/m2},DifHorzRad {Wh/m2},GloHorzIllum {lux},DirNormIllum {lux},DifHorzIllum {lux},ZenLum {Cd/m2},WindDir {deg},WindSpd {m/s},TotSkyCvr {.1},OpaqSkyCvr {.1},Visibility {km},Ceiling Hgt {m},PresWeathObs,PresWeathCodes,Precip Wtr {mm},Aerosol Opt Depth {.001},SnowDepth {cm},Days Last Snow,Albedo {.01},Rain {mm},Rain Quantity {hr}
Date,HH:MM,Datasource,Dry Bulb Temperature {C},Dew Point Temperature {C},Relative Humidity {%},Atmospheric Pressure {Pa},Extraterrestrial Horizontal Radiation {Wh/m2},Extraterrestrial Direct Normal Radiation {Wh/m2},Horizontal Infrared Radiation Intensity from Sky {Wh/m2},Global Horizontal Radiation {Wh/m2},Direct Normal Radiation {Wh/m2},Diffuse Horizontal Radiation {Wh/m2},Global Horizontal Illuminance {lux},Direct Normal Illuminance {lux},Diffuse Horizontal Illuminance {lux},Zenith Luminance {Cd/m2},Wind Direction {deg},Wind Speed {m/s},Total Sky Cover {.1},Opaque Sky Cover {.1},Visibility {km},Ceiling Height {m},Present Weather Observation,Present Weather Codes,Precipitable Water {mm},Aerosol Optical Depth {.001},Snow Depth {cm},Days Since Last Snow,Albedo {.01},Liquid Precipitation Depth {mm},Liquid Precipitation Quantity {hr}
2019/11/24,01:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-2.6,-3.6,93,98900,0,0,272,0,0,0,0,0,0,0,50,3.1,10,10,24.0,5182,9,'999999999,69,0.0000,0,88,999.000,0.0,1.0
2019/11/24,02:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-2.0,-3.0,93,98800,0,0,258,0,0,0,0,0,0,0,60,3.6,7,7,24.1,5182,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,03:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-2.0,-3.0,93,98800,0,0,253,0,0,0,0,0,0,0,30,2.6,5,5,24.1,4877,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,04:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-3.4,-4.2,94,98900,0,0,243,0,0,0,0,0,0,0,30,2.1,3,3,24.0,77777,9,'999999999,69,0.0000,0,88,999.000,0.0,1.0
2019/11/24,05:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-4.0,-4.0,100,98800,0,0,231,0,0,0,0,0,0,0,70,3.1,0,0,24.1,77777,9,'999999999,69,0.0000,0,88,999.000,0.0,1.0
2019/11/24,06:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-5.0,-5.0,100,98700,0,0,236,0,0,0,0,0,0,0,20,2.6,3,3,24.1,77777,9,'999999999,69,0.0000,0,88,999.000,0.0,1.0
2019/11/24,07:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-4.7,-5.3,95,98700,0,0,237,0,0,0,0,0,0,0,30,3.1,3,3,24.0,77777,9,'999999999,60,0.0000,0,88,999.000,0.0,1.0
2019/11/24,08:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-4.0,-4.0,100,98700,52,959,241,31,842,0,6168,0,0,0,30,2.6,3,3,24.1,77777,9,'999999999,69,0.0000,0,88,999.000,0.0,1.0
2019/11/24,09:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-2.0,-2.0,100,98700,242,1401,250,186,969,18,22671,2171,2190,81,360,2.6,3,3,24.1,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.2,-1.6,87,98600,402,1401,258,360,1222,10,48129,31323,1281,46,50,3.6,3,3,24.0,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,-2.0,74,98600,511,1401,265,459,1217,15,60780,46197,2023,76,80,2.1,3,3,24.1,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,12:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.0,-2.0,69,98500,562,1401,269,505,1215,18,66748,51099,2384,91,20,1.0,3,3,24.1,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,4.2,-2.9,59,98500,550,1401,273,495,1215,17,65447,50399,2310,88,20,1.5,3,3,24.0,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,5.0,-3.0,55,98400,478,1401,276,430,1221,13,57175,42735,1746,65,180,0.0,3,3,24.1,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,15:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,5.0,-4.0,51,98400,350,1401,275,304,1174,11,39814,22850,1408,51,180,1.5,3,3,24.1,77777,9,'999999999,69,0.0000,0,88,999.000,0.0,1.0
2019/11/24,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.2,-3.8,58,98400,176,1401,268,132,948,13,16083,0,1577,57,100,1.5,3,3,24.0,77777,9,'999999999,69,0.0000,0,88,999.000,0.0,1.0
2019/11/24,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,-3.0,70,98400,13,476,264,4,421,0,772,0,0,0,100,2.6,3,3,24.1,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,18:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.0,-3.0,80,98500,0,0,256,0,0,0,0,0,0,0,120,2.1,3,3,24.1,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.1,-2.6,82,98500,0,0,277,0,0,0,0,0,0,0,100,2.1,9,9,24.0,2957,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.0,-2.0,86,98500,0,0,271,0,0,0,0,0,0,0,100,1.5,8,8,24.1,2957,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,21:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-2.0,-4.0,86,98500,0,0,261,0,0,0,0,0,0,0,280,2.6,8,8,24.1,2957,9,'999999999,69,0.0000,0,88,999.000,0.0,1.0
2019/11/24,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-0.3,-2.2,87,98500,0,0,270,0,0,0,0,0,0,0,340,1.5,8,8,24.0,1981,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-1.0,-3.0,86,98500,0,0,266,0,0,0,0,0,0,0,210,1.0,8,8,24.1,1006,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/24,24:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.0,-2.0,86,98500,0,0,277,0,0,0,0,0,0,0,210,2.1,9,9,24.1,853,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/25,01:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.6,-1.9,83,98600,0,0,287,0,0,0,0,0,0,0,180,2.6,10,10,24.0,1127,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/25,02:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,-2.0,80,98600,0,0,281,0,0,0,0,0,0,0,170,2.1,9,9,24.1,1402,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/25,03:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,-1.0,80,98700,0,0,286,0,0,0,0,0,0,0,230,3.1,9,9,24.1,732,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/25,04:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.1,-0.5,83,98700,0,0,287,0,0,0,0,0,0,0,240,3.6,9,9,24.0,1173,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/25,05:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,0.0,87,98800,0,0,273,0,0,0,0,0,0,0,230,4.1,6,6,24.1,1615,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/25,06:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,-1.0,86,98900,0,0,262,0,0,0,0,0,0,0,230,3.6,3,3,24.1,77777,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/25,07:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.1,-1.2,91,99000,0,0,258,0,0,0,0,0,0,0,230,4.1,3,3,24.0,77777,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/25,08:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,-1.0,86,99000,49,929,262,29,847,0,5756,0,0,0,230,3.6,3,3,24.1,77777,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/25,09:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,0.0,87,99100,238,1401,267,177,921,21,21313,1844,2501,93,230,4.1,3,3,24.1,77777,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/25,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.6,0.4,80,99200,397,1401,294,253,628,75,28969,27615,8607,358,240,3.6,9,9,24.0,1737,9,'999999999,100,0.0000,0,88,999.000,0.0,1.0
2019/11/25,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,5.0,1.0,76,99200,506,1401,301,337,676,92,38966,37131,10727,459,250,3.6,9,9,24.1,1737,9,'999999999,100,0.0000,0,88,999.000,0.0,1.0
2019/11/25,12:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,5.0,1.0,76,99200,557,1401,301,366,646,109,42257,39023,12609,550,210,3.6,9,9,24.1,1798,9,'999999999,100,0.0000,0,88,999.000,0.0,1.0
2019/11/25,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,6.0,0.6,69,99200,546,1401,305,366,681,100,42442,39736,11694,507,220,2.6,9,9,24.0,1783,9,'999999999,100,0.0000,0,88,999.000,0.0,1.0
2019/11/25,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,7.0,0.0,61,99200,475,1401,297,358,900,53,42949,39464,6355,260,230,2.1,7,7,24.1,1768,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/25,15:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,7.0,0.0,61,99200,347,1401,291,277,1028,23,34328,22757,2862,108,260,1.5,5,5,24.1,77777,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/25,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,6.7,0.1,63,99300,173,1401,293,119,803,20,14001,0,2337,87,190,0.0,6,6,24.0,3658,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/25,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,6.0,-1.0,61,99300,13,461,286,3,305,0,425,0,37,1,190,3.1,5,5,24.1,3658,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/25,18:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,4.0,0.0,75,99300,0,0,279,0,0,0,0,0,0,0,170,3.1,5,5,24.1,77777,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/25,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.2,1.2,87,99400,0,0,273,0,0,0,0,0,0,0,190,2.1,3,3,12.0,77777,9,'999999999,100,0.0000,0,88,999.000,0.0,1.0
2019/11/25,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.0,2.0,93,99500,0,0,277,0,0,0,0,0,0,0,180,3.1,5,5,12.9,77777,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/25,21:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.0,2.0,93,99500,0,0,283,0,0,0,0,0,0,0,180,2.1,7,7,11.3,671,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/25,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.8,2.9,94,99500,0,0,306,0,0,0,0,0,0,0,170,2.1,10,10,11.0,716,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/25,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,4.0,3.0,93,99500,0,0,307,0,0,0,0,0,0,0,160,2.1,10,10,8.0,762,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/25,24:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,5.0,4.0,93,99500,0,0,313,0,0,0,0,0,0,0,150,3.1,10,10,6.4,914,9,'999999999,120,0.0000,0,88,999.000,0.0,1.0
2019/11/26,01:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,4.1,3.5,96,99500,0,0,308,0,0,0,0,0,0,0,140,2.6,10,10,6.0,990,9,'999999999,120,0.0000,0,88,999.000,0.0,1.0
2019/11/26,02:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.0,3.0,100,99500,0,0,303,0,0,0,0,0,0,0,150,2.6,10,10,8.0,1067,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/26,03:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.2,2.8,97,99500,0,0,303,0,0,0,0,0,0,0,150,2.6,10,10,11.2,1092,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/26,04:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.5,2.5,93,99500,0,0,304,0,0,0,0,0,0,0,150,2.6,10,10,14.4,1117,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/26,05:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.7,2.3,91,99400,0,0,305,0,0,0,0,0,0,0,180,2.6,10,10,17.6,1143,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/26,06:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.7,1.9,88,99400,0,0,305,0,0,0,0,0,0,0,180,2.6,10,10,20.8,1168,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/26,07:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,4.2,1.8,85,99400,0,0,307,0,0,0,0,0,0,0,180,2.6,10,10,24.0,1193,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/26,08:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,5.0,2.0,81,99400,46,899,310,21,145,16,2272,0,1762,67,190,3.6,10,10,24.1,1219,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/26,09:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,6.0,3.0,81,99500,233,1402,316,109,290,60,11993,5738,6693,271,210,3.1,10,10,24.1,3048,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/26,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,7.3,3.8,79,99600,392,1402,323,223,465,93,25038,22231,10442,442,230,3.1,10,10,24.0,2072,9,'999999999,120,0.0000,0,88,999.000,0.0,1.0
2019/11/26,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,8.0,4.0,76,99600,502,1402,317,322,619,100,36946,34389,11560,498,250,5.7,9,9,24.1,1097,9,'999999999,120,0.0000,0,88,999.000,0.0,1.0
2019/11/26,12:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,9.0,4.0,71,99600,553,1402,322,365,656,106,42186,38492,12320,537,240,5.1,9,9,24.1,701,9,'999999999,120,0.0000,0,88,999.000,0.0,1.0
2019/11/26,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,10.0,4.0,66,99600,543,1402,326,363,682,99,42118,38772,11558,501,240,6.2,9,9,24.0,1006,9,'999999999,120,0.0000,0,88,999.000,0.0,1.0
2019/11/26,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,10.0,2.0,58,99700,471,1402,324,301,620,93,34568,32926,10706,457,260,6.2,9,9,24.1,1311,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/26,15:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,10.0,2.0,58,99800,344,1402,324,202,524,74,22838,20171,8356,346,260,4.6,9,9,24.1,1707,9,'999999999,110,0.0000,0,88,999.000,0.0,1.0
2019/11/26,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,8.8,1.3,60,100000,170,1402,318,84,363,40,9374,0,4490,176,250,3.1,9,9,24.0,1646,9,'999999999,100,0.0000,0,88,999.000,0.0,1.0
2019/11/26,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,8.0,1.0,62,100100,12,447,303,3,348,0,463,0,9,0,260,3.1,7,7,24.1,1585,9,'999999999,100,0.0000,0,88,999.000,0.0,1.0
2019/11/26,18:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,6.0,1.0,71,100100,0,0,288,0,0,0,0,0,0,0,270,2.1,5,5,24.1,77777,9,'999999999,100,0.0000,0,88,999.000,0.0,1.0
2019/11/26,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.8,-0.7,72,100200,0,0,275,0,0,0,0,0,0,0,290,1.5,4,4,24.0,77777,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/26,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,5.0,0.0,70,100200,0,0,279,0,0,0,0,0,0,0,320,2.1,3,3,24.1,77777,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/26,21:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,4.0,0.0,75,100300,0,0,275,0,0,0,0,0,0,0,340,2.1,3,3,24.1,77777,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/26,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.6,-1.6,85,100300,0,0,264,0,0,0,0,0,0,0,360,2.1,5,5,24.0,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/26,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.0,-1.0,93,100300,0,0,258,0,0,0,0,0,0,0,20,1.5,3,3,24.1,77777,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/26,24:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-1.0,-3.0,86,100400,0,0,253,0,0,0,0,0,0,0,40,1.0,3,3,24.1,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/27,01:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-1.4,-2.2,94,100300,0,0,246,0,0,0,0,0,0,0,40,3.6,1,1,24.0,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/27,02:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-2.0,-3.0,93,100300,0,0,249,0,0,0,0,0,0,0,40,4.1,3,3,24.1,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/27,03:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-1.0,-2.0,93,100300,0,0,243,0,0,0,0,0,0,0,40,3.1,0,0,24.1,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/27,04:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-1.4,-2.1,95,100400,0,0,254,0,0,0,0,0,0,0,50,3.6,4,4,24.0,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/27,05:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,-1.0,-2.0,93,100300,0,0,257,0,0,0,0,0,0,0,40,4.1,5,5,24.1,77777,9,'999999999,80,0.0000,0,88,999.000,0.0,1.0
2019/11/27,06:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.0,-1.0,93,100200,0,0,268,0,0,0,0,0,0,0,40,5.1,7,7,24.1,2499,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/27,07:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,0.5,-1.0,90,100100,0,0,280,0,0,0,0,0,0,0,50,5.7,9,9,24.0,2263,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/27,08:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,-1.0,86,100000,43,871,282,23,160,18,2452,0,1932,75,70,5.1,9,9,24.1,1219,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/27,09:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,0.0,93,100000,228,1402,283,110,320,58,12170,6015,6418,259,60,6.2,9,9,16.1,1219,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/27,10:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.2,-0.1,91,99900,388,1402,292,192,313,106,21374,16523,11806,504,60,7.2,10,10,16.0,1295,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/27,11:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.0,0.0,93,99600,498,1402,283,275,410,130,30906,26109,14623,642,60,9.8,9,9,16.1,1372,9,'999999999,89,0.0000,0,88,999.000,0.0,1.0
2019/11/27,12:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,1.0,93,99400,549,1402,282,350,601,115,40188,36910,13219,579,60,10.3,8,8,24.1,1524,9,'999999999,100,0.0000,0,88,999.000,0.0,1.0
2019/11/27,13:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.6,1.2,91,99100,539,1402,285,357,663,102,41247,38599,11804,511,70,9.8,8,8,24.0,3353,9,'999999999,100,0.0000,0,88,999.000,1.7,1.0
2019/11/27,14:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.0,1.0,87,98800,468,1402,286,301,630,91,34549,33168,10458,445,70,11.3,8,8,24.1,3353,9,'999999999,100,0.0000,0,88,999.000,1.7,1.0
2019/11/27,15:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,3.0,1.0,87,98700,341,1402,292,182,400,84,20273,16893,9463,395,70,9.8,9,9,8.0,1097,9,'999999999,100,0.0000,0,88,999.000,1.7,1.0
2019/11/27,16:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.4,1.6,95,98700,168,1402,299,65,176,44,7188,105,4876,193,60,6.7,10,10,4.8,274,9,'999999999,100,0.0000,0,88,999.000,1.7,1.0
2019/11/27,17:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,2.0,100,98600,11,435,297,3,88,2,364,0,279,9,60,9.3,10,10,9.7,183,9,'999999999,110,0.0000,0,88,999.000,1.7,1.0
2019/11/27,18:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,2.0,100,98500,0,0,297,0,0,0,0,0,0,0,70,5.7,10,10,24.1,183,9,'999999999,110,0.0000,0,88,999.000,1.7,1.0
2019/11/27,19:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.5,1.8,95,98400,0,0,299,0,0,0,0,0,0,0,70,7.2,10,10,16.0,129,9,'999999999,110,0.0000,0,88,999.000,0.8,1.0
2019/11/27,20:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,2.0,100,98400,0,0,297,0,0,0,0,0,0,0,70,4.1,10,10,11.3,122,9,'999999999,110,0.0000,0,88,999.000,0.8,1.0
2019/11/27,21:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,1.0,93,98500,0,0,296,0,0,0,0,0,0,0,50,4.1,10,10,6.4,152,9,'999999999,100,0.0000,0,88,999.000,0.8,1.0
2019/11/27,22:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,1.8,1.4,97,98500,0,0,296,0,0,0,0,0,0,0,60,4.1,10,10,6.0,152,9,'999999999,100,0.0000,0,88,999.000,0.8,1.0
2019/11/27,23:00,?9?9?9?9E0?9?9?9?9*9?9?9?9?9?9?9?9?9?9*_*9*9,2.0,1.0,93,98600,0,0,296,0,0,0,0,0,0,0,50,3.6,10,10,16.1,152,9,'999999999,100,0.0000,0,88,999.000,0.8,1.0
