Unnamed: 0,tIn,qFlo,qFloSp,sRad
2019-01-01 00:00:00,21.93479919433594,46.43537521362305,103.0,0.0
2019-01-01 01:00:00,21.93479919433594,45.67734909057617,103.0,0.0
2019-01-01 02:00:00,21.93479919433594,44.40399932861328,103.0,0.0
2019-01-01 03:00:00,21.98267459869385,43.46297550201416,103.0,0.0
2019-01-01 04:00:00,22.12630081176758,42.713900566101074,103.0,0.0
2019-01-01 05:00:00,22.12630081176758,39.95817565917969,103.0,0.0
2019-01-01 06:00:00,22.12630081176758,38.07027530670165,103.0,0.0
2019-01-01 07:00:00,22.12630081176758,36.603824615478516,103.0,0.0
2019-01-01 08:00:00,22.12630081176758,38.34947490692139,103.0,0.0
2019-01-01 09:00:00,22.12630081176758,35.5532751083374,103.0,0.0
2019-01-01 10:00:00,21.964700698852543,91.63099956512451,126.2145004272461,0.0
2019-01-01 11:00:00,21.47990036010742,101.95574951171875,103.0,100.0
2019-01-01 12:00:00,21.910850524902344,104.85855102539064,103.0,41.72837448120117
2019-01-01 13:00:00,22.102375507354733,141.8355007171631,143.16399765014648,0.0
2019-01-01 14:00:00,21.86300086975098,102.10900115966798,103.0,50.0
2019-01-01 15:00:00,21.86300086975098,102.89499855041504,103.0,100.0
2019-01-01 16:00:00,22.05452537536621,73.112548828125,103.0,50.0
2019-01-01 17:00:00,22.62910079956055,42.79562473297119,103.0,0.0
2019-01-01 18:00:00,22.48547458648682,45.532124519348145,103.0,0.0
2019-01-01 19:00:00,22.29390001296997,45.02327537536621,103.0,0.0
2019-01-01 20:00:00,22.102375507354733,44.42840099334717,103.0,0.0
2019-01-01 21:00:00,21.95875072479248,44.51070022583008,103.0,0.0
2019-01-01 22:00:00,21.86300086975098,37.309425354003906,103.0,0.0
2019-01-01 23:00:00,21.79112529754639,35.65684986114502,103.0,0.0
2019-01-02 00:00:00,21.64749908447266,37.29267501831055,103.0,0.0
2019-01-02 01:00:00,21.599624156951908,38.32137393951416,103.0,0.0
2019-01-02 02:00:00,21.45599937438965,37.61507511138916,103.0,0.0
2019-01-02 03:00:00,21.45599937438965,36.47862434387207,103.0,0.0
2019-01-02 04:00:00,21.45599937438965,40.88412570953369,103.0,0.0
2019-01-02 05:00:00,21.45599937438965,40.059950828552246,103.0,0.0
2019-01-02 06:00:00,21.40809965133667,43.08885097503662,103.0,0.0
2019-01-02 07:00:00,21.26440048217773,42.816025733947754,103.0,0.0
2019-01-02 08:00:00,21.102849960327145,95.73575019836426,103.0,96.00972557067871
2019-01-02 09:00:00,21.527799606323242,101.75177574157716,103.0,44.1739501953125
2019-01-02 10:00:00,22.245999336242676,191.77899551391602,191.64274978637695,0.0
2019-01-02 11:00:00,22.054499626159668,271.6037483215332,270.76449966430664,0.0
2019-01-02 12:00:00,22.00659990310669,266.2755012512207,266.12449645996094,0.0
2019-01-02 13:00:00,21.95870018005371,242.07374954223633,243.229248046875,0.0
2019-01-02 14:00:00,21.95870018005371,162.2737522125244,159.25699615478516,0.0
2019-01-02 15:00:00,22.00659990310669,110.15600013732912,111.78825187683108,0.0
2019-01-02 16:00:00,21.95870018005371,102.80050086975095,103.0,0.0
2019-01-02 17:00:00,21.862950325012207,102.81552314758301,103.0,58.893699645996094
2019-01-02 18:00:00,22.00659990310669,103.97975158691405,103.0,69.20999908447266
2019-01-02 19:00:00,21.958724975585938,103.90474891662598,103.0,20.56505012512207
2019-01-02 20:00:00,21.71932554244995,104.10149955749512,103.0,100.0
2019-01-02 21:00:00,21.7672004699707,104.24749946594238,103.0,100.0
2019-01-02 22:00:00,22.006624698638916,44.38592529296875,103.0,0.0
2019-01-02 23:00:00,22.15029907226562,45.44960021972656,103.0,0.0
2019-01-03 00:00:00,21.98867416381836,45.694823265075684,103.0,0.0
2019-01-03 01:00:00,21.93479919433594,45.207075119018555,103.0,0.0
2019-01-03 02:00:00,21.79117441177368,45.982749938964844,103.0,0.0
2019-01-03 03:00:00,21.74329948425293,46.21662521362305,103.0,0.0
2019-01-03 04:00:00,21.74329948425293,44.249074935913086,103.0,0.0
2019-01-03 05:00:00,21.74329948425293,40.77492427825928,103.0,0.0
2019-01-03 06:00:00,21.93479919433594,44.50015068054199,103.0,0.0
2019-01-03 07:00:00,21.839049339294434,45.75164985656738,103.0,0.0
2019-01-03 08:00:00,21.467950344085693,94.13497543334962,103.0,66.42659950256348
2019-01-03 09:00:00,21.336275577545162,101.90994834899902,103.0,100.0
2019-01-03 10:00:00,21.52777528762817,102.0246753692627,103.0,91.79157447814941
2019-01-03 11:00:00,21.862975597381592,102.82625007629393,103.0,64.04857540130615
2019-01-03 12:00:00,22.05450057983398,103.32500076293945,104.24749946594238,0.0
2019-01-03 13:00:00,21.988675117492676,121.3589973449707,118.92499923706055,0.0
2019-01-03 14:00:00,21.862974643707272,103.80149841308595,103.0,30.50704252719879
2019-01-03 15:00:00,22.00659942626953,103.69389915466309,103.0,0.0
2019-01-03 16:00:00,21.95872449874878,104.92325210571289,103.0,25.0
2019-01-03 17:00:00,21.95872449874878,104.28450012207033,103.0,25.700482487678528
2019-01-03 18:00:00,22.00659942626953,104.40749931335449,103.0,0.0
2019-01-03 19:00:00,21.81509971618652,103.39374923706055,103.0,100.0
2019-01-03 20:00:00,21.81509971618652,106.2432518005371,103.0,100.0
2019-01-03 21:00:00,21.81509971618652,102.41749954223633,103.0,100.0
2019-01-03 22:00:00,22.19814968109131,46.4935998916626,103.0,0.0
2019-01-03 23:00:00,22.38969993591309,45.44167518615723,103.0,0.0
