TL Name,TL Reference,Monitored Object Name,Monitored Object Reference,Monitored Object Last Sample,Object Name Similarity %,TL Polling Frequency,Monitored Object Unit
CS_ION7330_CHILLER1_Total_Instantaneous_Real_Power_3_Phase_Total_TL,2169.420100.TL101,CS_ION7330_CHILLER1_Total_Instantaneous_Real_Power_3_Phase_Total,420100.AV101.Present_Value,2020-04-13 07:54:28,96.0,30000,kW
CS_ION7330_CHILLER1_Real_Energy_Consumption_TL,2169.420100.TL102,CS_ION7330_CHILLER1_Real_Energy_Consumption_MSR_LSR,420100.AV102.Present_Value,2020-04-13 07:54:33,86.0,30000,kWh
CS_ION7330_CHILLER1_Current_Average_of_3_Phases_TL,2169.420100.TL103,CS_ION7330_CHILLER1_Current_Average_of_3_Phases,420100.AV103.Present_Value,2020-04-13 07:54:38,94.0,30000,
CS_ION7330_CHILLER1_Voltage_L_L_Average_of_3_Phases_TL,2169.420100.TL104,CS_ION7330_CHILLER1_Voltage_L_L_Average_of_3_Phases,420100.AV104.Present_Value,2020-04-13 07:54:42,94.0,30000,V
CS_ION7330_CHILLER1_Current_Instantaneous_Phase_A_TL,2169.420100.TL105,CS_ION7330_CHILLER1_Current_Instantaneous_Phase_A,420100.AV105.Present_Value,2020-04-13 07:54:46,94.0,90000,A
CS_ION7330_CHILLER1_Current_Instantaneous_Phase_B_TL,2169.420100.TL106,CS_ION7330_CHILLER1_Current_Instantaneous_Phase_B,420100.AV106.Present_Value,2020-04-13 07:54:51,94.0,30000,A
CS_ION7330_CHILLER1_Current_Instantaneous_Phase_C_TL,2169.420100.TL107,CS_ION7330_CHILLER1_Current_Instantaneous_Phase_C,420100.AV107.Present_Value,2020-04-13 07:54:56,94.0,30000,A
CS_ION7330_CHILLER1_Voltage_Phase_A_B_TL,2169.420100.TL108,CS_ION7330_CHILLER1_Voltage_Phase_A_B,420100.AV108.Present_Value,2020-04-13 07:54:07,93.0,30000,V
CS_ION7330_CHILLER1_Voltage_Phase_B_C_TL,2169.420100.TL109,CS_ION7330_CHILLER1_Voltage_Phase_B_C,420100.AV109.Present_Value,2020-04-13 07:54:11,93.0,30000,V
CS_ION7330_CHILLER1_Voltage_Phase_A_C_TL,2169.420100.TL110,CS_ION7330_CHILLER1_Voltage_Phase_A_C,420100.AV110.Present_Value,2020-04-13 07:54:16,93.0,30000,V
CS_ION7330_CHILLER1_Voltage_Phase_A_N_TL,2169.420100.TL111,CS_ION7330_CHILLER1_Voltage_Phase_A_N,420100.AV111.Present_Value,2020-04-13 07:54:20,93.0,30000,V
CS_ION7330_CHILLER1_Voltage_Phase_B_N_TL,2169.420100.TL112,CS_ION7330_CHILLER1_Voltage_Phase_B_N,420100.AV112.Present_Value,2020-04-13 07:54:24,93.0,30000,V
CS_ION7330_CHILLER1_Voltage_Phase_C_N_TL,2169.420100.TL113,CS_ION7330_CHILLER1_Voltage_Phase_C_N,420100.AV113.Present_Value,2020-04-13 07:54:29,93.0,30000,V
CS_ION7330_CHILLER1_Real_Power_Phase_A_TL,2169.420100.TL114,CS_ION7330_CHILLER1_Real_Power_Phase_A,420100.AV114.Present_Value,2020-04-13 07:54:33,93.0,30000,kW
CS_ION7330_CHILLER1_Real_Power_Phase_B_TL,2169.420100.TL115,CS_ION7330_CHILLER1_Real_Power_Phase_B,420100.AV115.Present_Value,2020-04-13 07:54:38,93.0,30000,kW
CS_ION7330_CHILLER1_Real_Power_Phase_C_TL,2169.420100.TL116,CS_ION7330_CHILLER1_Real_Power_Phase_C,420100.AV116.Present_Value,2020-04-13 07:54:42,93.0,30000,kW
CS_ION7330_CHILLER1_Total_Power_Factor_TL,2169.420100.TL117,CS_ION7330_CHILLER1_Total_Power_Factor,420100.AV117.Present_Value,2020-04-13 07:54:47,93.0,30000,
CS_ION7330_CHILLER1_Power_Factor_Phase_A_TL,2169.420100.TL118,CS_ION7330_CHILLER1_Power_Factor_Phase_A,420100.AV118.Present_Value,2020-04-13 07:54:52,93.0,30000,
CS_ION7330_CHILLER1_Power_Factor_Phase_B_TL,2169.420100.TL119,CS_ION7330_CHILLER1_Power_Factor_Phase_B,420100.AV119.Present_Value,2020-04-13 07:54:56,93.0,30000,
CS_ION7330_CHILLER1_Power_Factor_Phase_C_TL,2169.420100.TL120,CS_ION7330_CHILLER1_Power_Factor_Phase_C,420100.AV120.Present_Value,2020-04-13 07:54:07,93.0,30000,
CS_ION7330_CHILLER1_Frequency_derived_from_Phase_A_TL,2169.420100.TL121,CS_ION7330_CHILLER1_Frequency_derived_from_Phase_A,420100.AV121.Present_Value,2020-04-13 07:54:12,94.0,30000,Hz
CS_ION7330_CHILLER1_Total_Real_Power_Present_Demand_TL,2169.420100.TL122,CS_ION7330_CHILLER1_Total_Real_Power_Present_Demand,420100.AV122.Present_Value,2020-04-13 07:54:16,94.0,30000,kW
CS_ION7330_CHILLER1_Total_Real_Power_Max_Demand_TL,2169.420100.TL123,CS_ION7330_CHILLER1_Total_Real_Power_Max_Demand,420100.AV123.Present_Value,2020-04-13 07:54:21,94.0,30000,kW
CS_ION7330_CHILLER1_Command_Register_Reset_TL,2169.420100.TL124,CS_ION7330_CHILLER1_Command_Register_Reset,420100.AV124.Present_Value,2020-04-13 07:54:24,93.0,30000,$Currency10
CS_ION7330_CHILLER1_Diagnostic_Alert_TL,2169.420100.TL125,CS_ION7330_CHILLER1_Diagnostic_Alert,420100.AV125.Present_Value,2020-04-13 07:54:29,92.0,30000,
CS_ION7330_CHILLER1_CS_CHWF_TL,2169.420100.TL126,CS_ION7330_CHILLER1_CS_CHWF,420100.AV126.Present_Value,2020-04-13 07:54:33,90.0,30000,L/min
CS_ION7330_CHILLER1_CS_CHWRT_TL,2169.420100.TL127,CS_ION7330_CHILLER1_CS_CHWRT,420100.AV127.Present_Value,2020-04-13 07:54:38,90.0,30000,°C
CS_ION7330_CHILLER1_CS_CHWST_TL,2169.420100.TL128,CS_ION7330_CHILLER1_CS_CHWST,420100.AV128.Present_Value,2020-04-13 07:54:42,90.0,30000,°C
CS_ION7330_CHILLER1_CANAL_INST_KBTUHR_TL,2169.420100.TL129,CS_ION7330_CHILLER1_CANAL_INST_KBTUHR,420100.AV129.Present_Value,2020-04-13 07:54:47,93.0,30000,MBH
CS_ION7330_CHILLER1_CANAL_TOTAL_KBTU_TL,2169.420100.TL130,CS_ION7330_CHILLER1_CANAL_TOTAL_KBTU,420100.AV130.Present_Value,2020-04-13 07:54:52,92.0,30000,MBtu
CS_ION7330_CHILLER2_Total_Instantaneous_Real_Power_3_Phase_Total_TL,2169.420100.TL201,CS_ION7330_CHILLER2_Total_Instantaneous_Real_Power_3_Phase_Total,420100.AV201.Present_Value,2020-04-13 07:54:24,96.0,30000,kW
CS_ION7330_CHILLER2_Real_Energy_Consumption_TL,2169.420100.TL202,CS_ION7330_CHILLER2_Real_Energy_Consumption_MSR_LSR,420100.AV202.Present_Value,2020-04-13 07:54:29,86.0,30000,kWh
CS_ION7330_CHILLER2_Current_Average_of_3_Phases_TL,2169.420100.TL203,CS_ION7330_CHILLER2_CS_ION7330rrent_Average_of_3_Phases,420100.AV203.Present_Value,2020-04-13 07:54:34,38.0,30000,
CS_ION7330_CHILLER2_Voltage_L_L_Average_of_3_Phases_TL,2169.420100.TL204,CS_ION7330_CHILLER2_Voltage_L_L_Average_of_3_Phases,420100.AV204.Present_Value,2020-04-13 07:54:38,94.0,30000,V
CS_ION7330_CHILLER2_Current_Instantaneous_Phase_A_TL,2169.420100.TL205,CS_ION7330_CHILLER2_CS_ION7330rrent_Instantaneous_Phase_A,420100.AV205.Present_Value,2020-04-13 07:54:43,37.0,30000,A
CS_ION7330_CHILLER2_Current_Instantaneous_Phase_B_TL,2169.420100.TL206,CS_ION7330_CHILLER2_CS_ION7330rrent_Instantaneous_Phase_B,420100.AV206.Present_Value,2020-04-13 07:54:47,37.0,30000,A
CS_ION7330_CHILLER2_Current_Instantaneous_Phase_C_TL,2169.420100.TL207,CS_ION7330_CHILLER2_CS_ION7330rrent_Instantaneous_Phase_C,420100.AV207.Present_Value,2020-04-13 07:54:52,37.0,30000,A
CS_ION7330_CHILLER2_Voltage_Phase_A_B_TL,2169.420100.TL208,CS_ION7330_CHILLER2_Voltage_Phase_A_B,420100.AV208.Present_Value,2020-04-13 07:54:56,93.0,30000,V
CS_ION7330_CHILLER2_Voltage_Phase_B_C_TL,2169.420100.TL209,CS_ION7330_CHILLER2_Voltage_Phase_B_C,420100.AV209.Present_Value,2020-04-13 07:54:08,93.0,30000,V
CS_ION7330_CHILLER2_Voltage_Phase_A_C_TL,2169.420100.TL210,CS_ION7330_CHILLER2_Voltage_Phase_A_C,420100.AV210.Present_Value,2020-04-13 07:54:12,93.0,30000,V
CS_ION7330_CHILLER2_Voltage_Phase_A_N_TL,2169.420100.TL211,CS_ION7330_CHILLER2_Voltage_Phase_A_N,420100.AV211.Present_Value,2020-04-13 07:54:17,93.0,30000,V
CS_ION7330_CHILLER2_Voltage_Phase_B_N_TL,2169.420100.TL212,CS_ION7330_CHILLER2_Voltage_Phase_B_N,420100.AV212.Present_Value,2020-04-13 07:54:21,93.0,30000,V
CS_ION7330_CHILLER2_Voltage_Phase_C_N_TL,2169.420100.TL213,CS_ION7330_CHILLER2_Voltage_Phase_C_N,420100.AV213.Present_Value,2020-04-13 07:54:25,93.0,30000,V
CS_ION7330_CHILLER2_Real_Power_Phase_A_TL,2169.420100.TL214,CS_ION7330_CHILLER2_Real_Power_Phase_A,420100.AV214.Present_Value,2020-04-13 07:54:29,93.0,30000,kW
CS_ION7330_CHILLER2_Real_Power_Phase_B_TL,2169.420100.TL215,CS_ION7330_CHILLER2_Real_Power_Phase_B,420100.AV215.Present_Value,2020-04-13 07:54:34,93.0,30000,kW
CS_ION7330_CHILLER2_Real_Power_Phase_C_TL,2169.420100.TL216,CS_ION7330_CHILLER2_Real_Power_Phase_C,420100.AV216.Present_Value,2020-04-13 07:54:39,93.0,30000,kW
CS_ION7330_CHILLER2_Total_Power_Factor_TL,2169.420100.TL217,CS_ION7330_CHILLER2_Total_Power_Factor,420100.AV217.Present_Value,2020-04-13 07:54:43,93.0,30000,
CS_ION7330_CHILLER2_Power_Factor_Phase_A_TL,2169.420100.TL218,CS_ION7330_CHILLER2_Power_Factor_Phase_A,420100.AV218.Present_Value,2020-04-13 07:54:47,93.0,30000,
CS_ION7330_CHILLER2_Power_Factor_Phase_B_TL,2169.420100.TL219,CS_ION7330_CHILLER2_Power_Factor_Phase_B,420100.AV219.Present_Value,2020-04-13 07:54:52,93.0,30000,
CS_ION7330_CHILLER2_Power_Factor_Phase_C_TL,2169.420100.TL220,CS_ION7330_CHILLER2_Power_Factor_Phase_C,420100.AV220.Present_Value,2020-04-13 07:54:57,93.0,30000,
CS_ION7330_CHILLER2_Frequency_derived_from_Phase_A_TL,2169.420100.TL221,CS_ION7330_CHILLER2_Frequency_derived_from_Phase_A,420100.AV221.Present_Value,2020-04-13 07:54:08,94.0,30000,Hz
CS_ION7330_CHILLER2_Total_Real_Power_Present_Demand_TL,2169.420100.TL222,CS_ION7330_CHILLER2_Total_Real_Power_Present_Demand,420100.AV222.Present_Value,2020-04-13 07:54:12,94.0,30000,kW
CS_ION7330_CHILLER2_Total_Real_Power_Max_Demand_TL,2169.420100.TL223,CS_ION7330_CHILLER2_Total_Real_Power_Max_Demand,420100.AV223.Present_Value,2020-04-13 07:54:17,94.0,30000,kW
CS_ION7330_CHILLER2_Command_Register_Reset_TL,2169.420100.TL224,CS_ION7330_CHILLER2_Command_Register_Reset,420100.AV224.Present_Value,2020-04-13 07:54:21,93.0,30000,$Currency10
CS_ION7330_CHILLER2_Diagnostic_Alert_TL,2169.420100.TL225,CS_ION7330_CHILLER2_Diagnostic_Alert,420100.AV225.Present_Value,2020-04-13 07:54:25,92.0,30000,
CS_ION7330_CHILLER2_CS_CHWF_TL,2169.420100.TL226,CS_ION7330_CHILLER2_CS_CHWF,420100.AV226.Present_Value,2020-04-13 07:54:30,90.0,30000,L/min
CS_ION7330_CHILLER2_CS_CHWRT_TL,2169.420100.TL227,CS_ION7330_CHILLER2_CS_CHWRT,420100.AV227.Present_Value,2020-04-13 07:54:34,90.0,30000,°C
CS_ION7330_CHILLER2_CS_CHWST_TL,2169.420100.TL228,CS_ION7330_CHILLER2_CS_CHWST,420100.AV228.Present_Value,2020-04-13 07:54:39,90.0,30000,°C
CS_ION7330_CHILLER2_MACKENZIE_INST_KBTUHR_TL,2169.420100.TL229,CS_ION7330_CHILLER2_MACKENZIE_INST_KBTUHR,420100.AV229.Present_Value,2020-04-13 07:54:43,93.0,30000,MBH
CS_ION7330_CHILLER2_MACKENZIE_TOTAL_KBTU_TL,2169.420100.TL230,CS_ION7330_CHILLER2_MACKENZIE_TOTAL_KBTU,420100.AV230.Present_Value,2020-04-13 07:54:48,93.0,30000,MBtu
CS_LP6AA2_Instantaneous_Real_Power_3_Phase_Total__TL,2169.420100.TL301,CS_LP6AA2_Instantaneous_Real_Power_3_Phase_Total,420100.AV301.Present_Value,2020-04-13 07:54:08,92.0,30000,kW
CS_LP6AA2_Real_Energy_Consumption_MSR_LSR_TL,2169.420100.TL302,CS_LP6AA2_Real_Energy_Consumption_MSR_LSR,420100.AV302.Present_Value,2020-04-13 07:54:12,93.0,30000,kWh
CS_LP6AA2_Current_Average_of_3_Phases_TL,2169.420100.TL303,CS_LP6AA2_Current_Average_of_3_Phases,420100.AV303.Present_Value,2020-04-13 07:54:17,93.0,30000,A
CS_LP6AA2_Voltage_L_L_Average_of_3_Phases_TL,2169.420100.TL304,CS_LP6AA2_Voltage_L_L_Average_of_3_Phases,420100.AV304.Present_Value,2020-04-13 07:54:21,93.0,30000,V
CS_LP6AA2_Current_Instantaneous_Phase_A_TL,2169.420100.TL305,CS_LP6AA2_Current_Instantaneous_Phase_A,420100.AV305.Present_Value,2020-04-13 07:54:25,93.0,30000,A
CS_LP6AA2_Current_Instantaneous_Phase_B_TL,2169.420100.TL306,CS_LP6AA2_Current_Instantaneous_Phase_B,420100.AV306.Present_Value,2020-04-13 07:54:30,93.0,30000,A
CS_LP6AA2_Current_Instantaneous_Phase_C_TL,2169.420100.TL307,CS_LP6AA2_Current_Instantaneous_Phase_C,420100.AV307.Present_Value,2020-04-13 07:54:34,93.0,30000,A
CS_LP6AA2_Voltage_Phase_A_B_TL,2169.420100.TL308,CS_LP6AA2_Voltage_Phase_A_B,420100.AV308.Present_Value,2020-04-13 07:54:39,90.0,30000,V
CS_LP6AA2_Voltage_Phase_B_C_TL,2169.420100.TL309,CS_LP6AA2_Voltage_Phase_B_C,420100.AV309.Present_Value,2020-04-13 07:54:43,90.0,30000,V
CS_LP6AA2_Voltage_Phase_A_C_TL,2169.420100.TL310,CS_LP6AA2_Voltage_Phase_A_C,420100.AV310.Present_Value,2020-04-13 07:54:48,90.0,30000,V
CS_LP6AA2_Voltage_Phase_A_N_TL,2169.420100.TL311,CS_LP6AA2_Voltage_Phase_A_N,420100.AV311.Present_Value,2020-04-13 07:54:53,90.0,30000,V
CS_LP6AA2_Voltage_Phase_B_N_TL,2169.420100.TL312,CS_LP6AA2_Voltage_Phase_B_N,420100.AV312.Present_Value,2020-04-13 07:54:57,90.0,30000,V
CS_LP6AA2_Voltage_Phase_C_N_TL,2169.420100.TL313,CS_LP6AA2_Voltage_Phase_C_N,420100.AV313.Present_Value,2020-04-13 07:54:08,90.0,30000,V
CS_LP6AA2_Real_Power_Phase_A_TL,2169.420100.TL314,CS_LP6AA2_Real_Power_Phase_A,420100.AV314.Present_Value,2020-04-13 07:54:13,90.0,30000,kW
CS_LP6AA2_Real_Power_Phase_B_TL,2169.420100.TL315,CS_LP6AA2_Real_Power_Phase_B,420100.AV315.Present_Value,2020-04-13 07:54:17,90.0,30000,kW
CS_LP6AA2_Real_Power_Phase_C_TL,2169.420100.TL316,CS_LP6AA2_Real_Power_Phase_C,420100.AV316.Present_Value,2020-04-13 07:54:22,90.0,30000,kW
CS_LP6AA2_Total_Power_Factor_TL,2169.420100.TL317,CS_LP6AA2_Total_Power_Factor,420100.AV317.Present_Value,2020-04-13 07:54:25,90.0,30000,
CS_LP6AA2_Power_Factor_Phase_A_TL,2169.420100.TL318,CS_LP6AA2_Power_Factor_Phase_A,420100.AV318.Present_Value,2020-04-13 07:54:30,91.0,30000,
CS_LP6AA2_Power_Factor_Phase_B_TL,2169.420100.TL319,CS_LP6AA2_Power_Factor_Phase_B,420100.AV319.Present_Value,2020-04-13 07:54:34,91.0,30000,
CS_LP6AA2_Power_Factor_Phase_C_TL,2169.420100.TL320,CS_LP6AA2_Power_Factor_Phase_C,420100.AV320.Present_Value,2020-04-13 07:54:39,91.0,30000,
CS_LP6AA2_Frequency_derived_from_Phase_A_TL,2169.420100.TL321,CS_LP6AA2_Frequency_derived_from_Phase_A,420100.AV321.Present_Value,2020-04-13 07:54:44,93.0,30000,Hz
CS_LP6AA2_Total_Real_Power_Present_Demand_TL,2169.420100.TL322,CS_LP6AA2_Total_Real_Power_Present_Demand,420100.AV322.Present_Value,2020-04-13 07:54:48,93.0,30000,kW
CS_LP6AA2_Total_Real_Power_Max_Demand_TL,2169.420100.TL323,CS_LP6AA2_Total_Real_Power_Max_Demand,420100.AV323.Present_Value,2020-04-13 07:54:53,93.0,30000,kW
CS_LP6AA2_Command_Register_Reset_TL,2169.420100.TL324,CS_LP6AA2_Command_Register_Reset,420100.AV324.Present_Value,2020-04-13 07:54:58,91.0,0,
CS_LP6AA2_Diagnostic_Alert_TL,2169.420100.TL325,CS_LP6AA2_Diagnostic_Alert,420100.AV325.Present_Value,2020-04-13 07:54:09,90.0,30000,
CS_LP6AA1_Instantaneous_Real_Power_3_Phase_Total__TL,2169.420100.TL401,CS_LP6AA1_Instantaneous_Real_Power_3_Phase_Total,420100.AV401.Present_Value,2020-04-13 07:54:22,92.0,30000,kW
CS_LP6AA1_Real_Energy_Consumption_MSR_LSR_TL,2169.420100.TL402,CS_LP6AA1_Real_Energy_Consumption_MSR_LSR,420100.AV402.Present_Value,2020-04-13 07:54:26,93.0,30000,kWh
CS_LP6AA1_Current_Average_of_3_Phases_TL,2169.420100.TL403,CS_LP6AA1_Current_Average_of_3_Phases,420100.AV403.Present_Value,2020-04-13 07:54:30,93.0,30000,A
CS_LP6AA1_Voltage_L_L_Average_of_3_Phases_TL,2169.420100.TL404,CS_LP6AA1_Voltage_L_L_Average_of_3_Phases,420100.AV404.Present_Value,2020-04-13 07:54:35,93.0,30000,V
CS_LP6AA1_Current_Instantaneous_Phase_A_TL,2169.420100.TL405,CS_LP6AA1_Current_Instantaneous_Phase_A,420100.AV405.Present_Value,2020-04-13 07:54:39,93.0,30000,A
CS_LP6AA1_Current_Instantaneous_Phase_B_TL,2169.420100.TL406,CS_LP6AA1_Current_Instantaneous_Phase_B,420100.AV406.Present_Value,2020-04-13 07:54:44,93.0,30000,A
CS_LP6AA1_Current_Instantaneous_Phase_C_TL,2169.420100.TL407,CS_LP6AA1_Current_Instantaneous_Phase_C,420100.AV407.Present_Value,2020-04-13 07:54:48,93.0,30000,A
CS_LP6AA1_Voltage_Phase_A_B_TL,2169.420100.TL408,CS_LP6AA1_Voltage_Phase_A_B,420100.AV408.Present_Value,2020-04-13 07:54:53,90.0,30000,V
CS_LP6AA1_Voltage_Phase_B_C_TL,2169.420100.TL409,CS_LP6AA1_Voltage_Phase_B_C,420100.AV409.Present_Value,2020-04-13 07:54:58,90.0,30000,V
CS_LP6AA1_Voltage_Phase_A_C_TL,2169.420100.TL410,CS_LP6AA1_Voltage_Phase_A_C,420100.AV410.Present_Value,2020-04-13 07:54:09,90.0,30000,V
CS_LP6AA1_Voltage_Phase_A_N_TL,2169.420100.TL411,CS_LP6AA1_Voltage_Phase_A_N,420100.AV411.Present_Value,2020-04-13 07:54:13,90.0,30000,V
CS_LP6AA1_Voltage_Phase_B_N_TL,2169.420100.TL412,CS_LP6AA1_Voltage_Phase_B_N,420100.AV412.Present_Value,2020-04-13 07:54:18,90.0,30000,V
CS_LP6AA1_Voltage_Phase_C_N_TL,2169.420100.TL413,CS_LP6AA1_Voltage_Phase_C_N,420100.AV413.Present_Value,2020-04-13 07:54:22,90.0,30000,V
CS_LP6AA1_Real_Power_Phase_A_TL,2169.420100.TL414,CS_LP6AA1_Real_Power_Phase_A,420100.AV414.Present_Value,2020-04-13 07:54:26,90.0,30000,kW
CS_LP6AA1_Real_Power_Phase_B_TL,2169.420100.TL415,CS_LP6AA1_Real_Power_Phase_B,420100.AV415.Present_Value,2020-04-13 07:54:31,90.0,30000,kW
CS_LP6AA1_Real_Power_Phase_C_TL,2169.420100.TL416,CS_LP6AA1_Real_Power_Phase_C,420100.AV416.Present_Value,2020-04-13 07:54:35,90.0,30000,kW
CS_LP6AA1_Total_Power_Factor_TL,2169.420100.TL417,CS_LP6AA1_Total_Power_Factor,420100.AV417.Present_Value,2020-04-13 07:54:40,90.0,30000,
CS_LP6AA1_Power_Factor_Phase_A_TL,2169.420100.TL418,CS_LP6AA1_Power_Factor_Phase_A,420100.AV418.Present_Value,2020-04-13 07:54:44,91.0,30000,
CS_LP6AA1_Power_Factor_Phase_B_TL,2169.420100.TL419,CS_LP6AA1_Power_Factor_Phase_B,420100.AV419.Present_Value,2020-04-13 07:54:49,91.0,30000,
CS_LP6AA1_Power_Factor_Phase_C_TL,2169.420100.TL420,CS_LP6AA1_Power_Factor_Phase_C,420100.AV420.Present_Value,2020-04-13 07:54:53,91.0,30000,
CS_LP6AA1_Frequency_derived_from_Phase_A_TL,2169.420100.TL421,CS_LP6AA1_Frequency_derived_from_Phase_A,420100.AV421.Present_Value,2020-04-13 07:54:58,93.0,30000,Hz
CS_LP6AA1_Total_Real_Power_Present_Demand_TL,2169.420100.TL422,CS_LP6AA1_Total_Real_Power_Present_Demand,420100.AV422.Present_Value,2020-04-13 07:54:09,93.0,30000,kW
CS_LP6AA1_Total_Real_Power_Max_Demand_TL,2169.420100.TL423,CS_LP6AA1_Total_Real_Power_Max_Demand,420100.AV423.Present_Value,2020-04-13 07:54:13,93.0,30000,kW
CS_LP6AA1_Command_Register_Reset_TL,2169.420100.TL424,CS_LP6AA1_Command_Register_Reset,420100.AV424.Present_Value,2020-04-13 07:54:18,91.0,30000,
CS_LP6AA1_Diagnostic_Alert_TL,2169.420100.TL425,CS_LP6AA1_Diagnostic_Alert,420100.AV425.Present_Value,2020-04-13 07:54:22,90.0,30000,
CS_TX6AA1_Instantaneous_Real_Power_3_Phase_Total__TL,2169.420100.TL501,CS_TX6AA1_Instantaneous_Real_Power_3_Phase_Total,420100.AV501.Present_Value,2020-04-13 07:54:35,92.0,30000,kW
CS_TX6AA1_Real_Energy_Consumption_MSR_LSR_TL,2169.420100.TL502,CS_TX6AA1_Real_Energy_Consumption_MSR_LSR,420100.AV502.Present_Value,2020-04-13 07:54:40,93.0,30000,kWh
CS_TX6AA1_Voltage_L_L_Average_of_3_Phases_TL,2169.420100.TL504,CS_TX6AA1_Voltage_L_L_Average_of_3_Phases,420100.AV504.Present_Value,2020-04-13 07:54:49,93.0,30000,V
CS_TX6AA1_Current_Instantaneous_Phase_A_TL,2169.420100.TL505,CS_TX6AA1_Current_Instantaneous_Phase_A,420100.AV505.Present_Value,2020-04-13 07:54:54,93.0,30000,A
CS_TX6AA1_Current_Instantaneous_Phase_B_TL,2169.420100.TL506,CS_TX6AA1_Current_Instantaneous_Phase_B,420100.AV506.Present_Value,2020-04-13 07:54:58,93.0,30000,A
CS_TX6AA1_Current_Instantaneous_Phase_C_TL,2169.420100.TL507,CS_TX6AA1_Current_Instantaneous_Phase_C,420100.AV507.Present_Value,2020-04-13 07:54:09,93.0,30000,A
CS_TX6AA1_Voltage_Phase_A_B_TL,2169.420100.TL508,CS_TX6AA1_Voltage_Phase_A_B,420100.AV508.Present_Value,2020-04-13 07:54:14,90.0,30000,A
CS_TX6AA1_Voltage_Phase_B_C_TL,2169.420100.TL509,CS_TX6AA1_Voltage_Phase_B_C,420100.AV509.Present_Value,2020-04-13 07:54:18,90.0,30000,A
CS_TX6AA1_Voltage_Phase_A_C_TL,2169.420100.TL510,CS_TX6AA1_Voltage_Phase_A_C,420100.AV510.Present_Value,2020-04-13 07:54:22,90.0,30000,V
CS_TX6AA1_Voltage_Phase_A_N_TL,2169.420100.TL511,CS_TX6AA1_Voltage_Phase_A_N,420100.AV511.Present_Value,2020-04-13 07:54:26,90.0,30000,V
CS_TX6AA1_Voltage_Phase_B_N_TL,2169.420100.TL512,CS_TX6AA1_Voltage_Phase_B_N,420100.AV512.Present_Value,2020-04-13 07:54:31,90.0,30000,V
CS_TX6AA1_Voltage_Phase_C_N_TL,2169.420100.TL513,CS_TX6AA1_Voltage_Phase_C_N,420100.AV513.Present_Value,2020-04-13 07:54:35,90.0,30000,V
CS_TX6AA1_Real_Power_Phase_A_TL,2169.420100.TL514,CS_TX6AA1_Real_Power_Phase_A,420100.AV514.Present_Value,2020-04-13 07:54:40,90.0,30000,kW
CS_TX6AA1_Real_Power_Phase_B_TL,2169.420100.TL515,CS_TX6AA1_Real_Power_Phase_B,420100.AV515.Present_Value,2020-04-13 07:54:45,90.0,30000,kW
CS_TX6AA1_Real_Power_Phase_C_TL,2169.420100.TL516,CS_TX6AA1_Real_Power_Phase_C,420100.AV516.Present_Value,2020-04-13 07:54:49,90.0,30000,kW
CS_TX6AA1_Total_Power_Factor_TL,2169.420100.TL517,CS_TX6AA1_Total_Power_Factor,420100.AV517.Present_Value,2020-04-13 07:54:54,90.0,30000,
CS_TX6AA1_Power_Factor_Phase_A_TL,2169.420100.TL518,CS_TX6AA1_Power_Factor_Phase_A,420100.AV518.Present_Value,2020-04-13 07:54:59,91.0,30000,
CS_TX6AA1_Power_Factor_Phase_B_TL,2169.420100.TL519,CS_TX6AA1_Power_Factor_Phase_B,420100.AV519.Present_Value,2020-04-13 07:54:10,91.0,30000,
CS_TX6AA1_Power_Factor_Phase_C_TL,2169.420100.TL520,CS_TX6AA1_Power_Factor_Phase_C,420100.AV520.Present_Value,2020-04-13 07:54:14,91.0,30000,
CS_TX6AA1_Frequency_derived_from_Phase_A_TL,2169.420100.TL521,CS_TX6AA1_Frequency_derived_from_Phase_A,420100.AV521.Present_Value,2020-04-13 07:54:18,93.0,30000,Hz
CS_TX6AA1_Total_Real_Power_Present_Demand_TL,2169.420100.TL522,CS_TX6AA1_Total_Real_Power_Present_Demand,420100.AV522.Present_Value,2020-04-13 07:54:22,93.0,30000,kW
CS_TX6AA1_Total_Real_Power_Max_Demand_TL,2169.420100.TL523,CS_TX6AA1_Total_Real_Power_Max_Demand,420100.AV523.Present_Value,2020-04-13 07:54:27,93.0,30000,kW
CS_TX6AA1_Command_Register_Reset_TL,2169.420100.TL524,CS_TX6AA1_Command_Register_Reset,420100.AV524.Present_Value,2020-04-13 07:54:31,91.0,30000,
CS_TX6AA1_Diagnostic_Alert_TL,2169.420100.TL525,CS_TX6AA1_Diagnostic_Alert,420100.AV525.Present_Value,2020-04-13 07:54:36,90.0,30000,
CS_TX6EA1_Instantaneous_Real_Power_3_Phase_Total__TL,2169.420100.TL601,CS_TX6EA1_Instantaneous_Real_Power_3_Phase_Total,420100.AV601.Present_Value,2020-04-13 07:54:45,92.0,30000,kW
CS_TX6EA1_Real_Energy_Consumption_MSR_LSR_TL,2169.420100.TL602,CS_TX6EA1_Real_Energy_Consumption_MSR_LSR,420100.AV602.Present_Value,2020-04-13 07:54:49,93.0,30000,kWh
CS_TX6EA1_Current_Average_of_3_Phases_TL,2169.420100.TL603,CS_TX6EA1_Current_Average_of_3_Phases,420100.AV603.Present_Value,2020-04-13 07:54:54,93.0,30000,A
