TL Name,TL Reference,Monitored Object Name,Monitored Object Reference,Monitored Object Last Sample,Object Name Similarity %,TL Polling Frequency,Monitored Object Unit
CS_RM4310_VAV4_13_RMCO2_3_TL,2169.421870.TL21,CS_RM4310_VAV4_13_RMCO2_2,421870.AI304.Present_Value,2020-04-13 11:16:01,86.0,30000,ppm
CS_AHU2_RM4311_KeyPress_TL,2169.421870.TL22,trend_log_input_ref not found,421870.LCD201.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU2_RM4310_KeyPress_TL,2169.421870.TL23,trend_log_input_ref not found,421870.LCD301.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_AHU2_RM4309_KeyPress_TL,2169.421870.TL24,trend_log_input_ref not found,421870.LCD401.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_RM4308_MD1_TL,2169.421871.TL1,CS_RM4308_MD1,421871.BI205.Present_Value,2020-04-13 11:18:20,81.0,0,Units not found
CS_VAV4_14_DP_TL,2169.421871.TL2,CS_VAV4_14_DP,421871.AI5.Present_Value,2020-04-13 11:17:30,81.0,30000,Pa
CS_VAV4_14_DMP_OP_TL,2169.421871.TL4,CS_VAV4_14_DMP_OP,421871.BO5.Present_Value,2020-04-13 11:18:16,85.0,0,Units not found
CS_VAV4_14_DMP_CL_TL,2169.421871.TL5,CS_VAV4_14_DMP_CL,421871.BO6.Present_Value,2020-04-13 11:18:17,85.0,0,Units not found
CS_VAV4_14_RMT_SP_TL,2169.421871.TL6,CS_RM4308_RMT_SP,421871.AV1.Present_Value,2020-04-13 11:17:58,15.0,30000,°C
CS_VAV4_14_FLOW_TL,2169.421871.TL7,CS_VAV4_14_FLOW,421871.AV9.Present_Value,2020-04-13 11:17:57,83.0,30000,L/s
CS_VAV4_14_FLOW_SP_TL,2169.421871.TL8,CS_VAV4_14_FLOW_SP,421871.AV10.Present_Value,2020-04-13 11:17:58,86.0,30000,L/s
CS_VAV4_14_OAT_XFER_AV_TL,2169.421871.TL10,CS_VAV4_14_OAT_XFER_AV,421871.AV17.Present_Value,2020-04-13 11:17:53,88.0,30000,°C
CS_VAV4_14_system_ST_BV_TL,2169.421871.TL11,CS_VAV4_14_system_ST_BV,421871.BV1.Present_Value,2020-04-13 11:18:20,88.0,0,Units not found
CS_RM4308_VAV4_14_RMT1_TL,2169.421871.TL12,CS_RM4308_RMT1,421871.AI201.Present_Value,2020-04-13 11:17:30,40.0,120000,°C
CS_RM4308_VAV4_14_RMH1_TL,2169.421871.TL13,CS_RM4308_RMH1,421871.AI203.Present_Value,2020-04-13 11:17:31,40.0,30000,%
CS_RM4308_VAV4_14_RMCO2_1_TL,2169.421871.TL14,CS_RM4308_RMCO2_1,421871.AI204.Present_Value,2020-04-13 11:17:32,36.0,30000,ppm
CS_RM4307_VAV4_14_RMT2_TL,2169.421871.TL15,CS_RM4307_RMT2,421871.AI301.Present_Value,2020-04-13 11:17:34,40.0,120000,°C
CS_RM4307_VAV4_14_RMH2_TL,2169.421871.TL16,CS_RM4307_RMH2,421871.AI303.Present_Value,2020-04-13 11:17:35,40.0,30000,%
CS_RM4307_VAV4_14_RMCO2_2_TL,2169.421871.TL17,CS_RM4307_RMCO2_2,421871.AI304.Present_Value,2020-04-13 11:17:51,36.0,30000,ppm
CS_VAV4_14_SAT_TL,2169.421871.TL18,CS_VAV4_14_SAT,421871.AI1.Present_Value,2020-04-13 11:17:28,82.0,30000,°C
CS_LIGHT_CORR_TL,2169.421871.TL22,CS_CORR4004_LIGHT_ONOFF,421871.BO101.Present_Value,2020-04-13 11:18:18,13.0,0,Units not found
CS_RMT_AVERAGE_TL,2169.421871.TL23,CS_RMT_AVERAGE,421871.AV27.Present_Value,2020-04-13 11:17:58,82.0,30000,°C
CS_RM4307_MD2_TL,2169.421871.TL24,CS_RM4307_MD2,421871.BI305.Present_Value,2020-04-13 11:18:21,81.0,0,Units not found
CS_RM4307_LIGHT_DIM_TL,2169.421871.TL25,CS_RM4307_LIGHT_DIM,421871.AO103.Present_Value,2020-04-13 11:17:55,86.0,0,%
CS_RM4307_RAD_MOD_TL,2169.421871.TL26,CS_RM4307_RAD_MOD,421871.AO4.Present_Value,2020-04-13 11:17:52,85.0,30000,%
CS_VAV4_14_RHV_MOD_TL,2169.421871.TL27,CS_VAV4_14_RHV_MOD,421871.AO3.Present_Value,2020-04-13 11:17:51,86.0,30000,%
CS_RM4308_KeyPress,2169.421871.TL28,trend_log_input_ref not found,421871.LCD201.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
CS_RM4307_KeyPress,2169.421871.TL29,trend_log_input_ref not found,421871.LCD301.Key_Press,trend_log_input_ref not found,Monitored Object does not exist.,0,trend_log_input_ref not found
ME_CT1_MOD_TL,2169.421900.TL1,ME_CT1_MOD,421900.AO102.Present_Value,2020-04-13 11:37:07,77.0,30000,%
ME_CT2_MOD_TL,2169.421900.TL2,ME_CT2_MOD,421900.AO104.Present_Value,2020-04-13 11:37:01,77.0,30000,%
ME_CT1_ISOL_V_O_C_TL,2169.421900.TL3,ME_CT1_ISOL_V_O_C,421900.BO1.Present_Value,2020-04-13 11:37:23,85.0,0,Units not found
ME_CT2_ISOL_V_O_C_TL,2169.421900.TL4,ME_CT2_ISOL_V_O_C,421900.BO3.Present_Value,2020-04-13 11:37:24,85.0,0,Units not found
ME_CT1_SS_TL,2169.421900.TL5,ME_CT1_SS,421900.BO101.Present_Value,2020-04-13 11:37:26,75.0,0,Units not found
ME_CT2_SS_TL,2169.421900.TL6,ME_CT2_SS,421900.BO103.Present_Value,2020-04-13 11:37:27,75.0,0,Units not found
ME_CT1_CT2_EWT_TL,2169.421900.TL7,ME_CT1_CT2_EWT,421900.AI1.Present_Value,2020-04-13 11:37:03,82.0,30000,°C
ME_CT1_CT2_LWT_TL,2169.421900.TL8,ME_CT1_CT2_LWT,421900.AI2.Present_Value,2020-04-13 11:37:04,82.0,30000,°C
ME_CT1_LWT_TL,2169.421900.TL9,ME_CT1_LWT,421900.AI3.Present_Value,2020-04-13 11:37:05,77.0,30000,°C
ME_CT2_LWT_TL,2169.421900.TL10,ME_CT2_LWT,421900.AI4.Present_Value,2020-04-13 11:37:06,77.0,30000,°C
ME_CT1_SPD_FBK_TL,2169.421900.TL11,ME_CT1_SPD_FBK,421900.AI102.Present_Value,2020-04-13 11:37:07,82.0,30000,%
ME_CT1_ST_TL,2169.421900.TL12,ME_CT1_ST,421900.AI103.Present_Value,2020-04-13 11:37:01,75.0,30000,A
ME_CT2_SPD_FBK_TL,2169.421900.TL13,ME_CT2_SPD_FBK,421900.AI107.Present_Value,2020-04-13 11:37:02,82.0,30000,%
ME_CT2_ST_TL,2169.421900.TL14,ME_CT2_ST,421900.AI108.Present_Value,2020-04-13 11:37:03,75.0,30000,A
ME_CT1_ISOL_V_ST_OPEN_TL,2169.421900.TL15,ME_CT1_ISOL_V_ST_OPEN,421900.BI5.Present_Value,2020-04-13 11:37:04,88.0,0,Units not found
ME_CT1_ISOL_V_ST_CLOSE_TL,2169.421900.TL16,ME_CT1_ISOL_V_ST_CLOSE,421900.BI6.Present_Value,2020-04-13 11:37:06,88.0,0,Units not found
ME_CT2_ISOL_V_ST_OPEN_TL,2169.421900.TL17,ME_CT2_ISOL_V_ST_OPEN,421900.BI7.Present_Value,2020-04-13 11:37:26,88.0,0,Units not found
ME_CT2_ISOL_V_ST_CLOSE_TL,2169.421900.TL18,ME_CT2_ISOL_V_ST_CLOSE,421900.BI8.Present_Value,2020-04-13 11:37:27,88.0,0,Units not found
ME_CT1_ST_RUN_TL,2169.421900.TL19,ME_CT1_ST_RUN,421900.BI101.Present_Value,2020-04-13 11:37:23,81.0,0,Units not found
ME_CT1_ST_BP_TL,2169.421900.TL20,ME_CT1_ST_BP,421900.BI104.Present_Value,2020-04-13 11:37:23,80.0,6000,Units not found
ME_CT1_AL_TL,2169.421900.TL21,ME_CT1_AL,421900.BI105.Present_Value,2020-04-13 11:37:24,75.0,0,Units not found
ME_CT2_ST_RUN_TL,2169.421900.TL22,ME_CT2_ST_RUN,421900.BI106.Present_Value,2020-04-13 11:37:25,81.0,0,Units not found
ME_CT2_ST_BP_TL,2169.421900.TL23,ME_CT2_ST_BP,421900.BI109.Present_Value,2020-04-13 11:37:25,80.0,12000,Units not found
ME_CT2_AL_TL,2169.421900.TL24,ME_CT2_AL,421900.BI110.Present_Value,2020-04-13 11:37:26,75.0,0,Units not found
ME_CT1_CT2_LWT_SP_TL,2169.421900.TL25,ME_CT1_CT2_LWT_SP,421900.AV1.Present_Value,2020-04-13 11:37:02,85.0,30000,°C
ME_CT1_CT2_LWT_CO_TL,2169.421900.TL26,ME_CT1_CT2_LWT_CO,421900.CO1.Present_Value,2020-04-13 11:37:44,85.0,18000,Units not found
ME_CH1_COND_PMP303_ST_BV_TL,2169.421900.TL27,ME_CH1_COND_PMP303_ST_BV,421900.BV3.Present_Value,2020-04-13 11:37:25,89.0,0,Units not found
ME_CH2_COND_PMP304_ST_BV_TL,2169.421900.TL28,ME_CH2_COND_PMP304_ST_BV,421900.BV4.Present_Value,2020-04-13 11:37:25,89.0,0,Units not found
CS_0PDCCWP305_BV_TL,2169.422100.TL1,CS_0PDCCWP305,422100.BO1.Present_Value,2020-04-13 11:19:10,68.0,0,Units not found
CS_0PDCCGP306_BV_TL,2169.422100.TL2,CS_0PDCCGP306,422100.BO2.Present_Value,2020-04-13 11:19:11,68.0,0,Units not found
CS_0PDCCDCEN_TL,2169.422100.TL4,CS_0PDCCDCEN,422100.BO4.Present_Value,2020-04-13 11:19:35,80.0,0,Units not found
CS_0PDCTGS00_TL,2169.422100.TL5,CS_0PDCTGS00,422100.AI1.Present_Value,2020-04-13 11:19:04,80.0,30000,°C
CS_0PDCTGR00_TL,2169.422100.TL6,CS_0PDCTGR00,422100.AI2.Present_Value,2020-04-13 11:19:06,80.0,30000,°C
CS_0PDCTSW00_TL,2169.422100.TL7,CS_0PDCTSW00,422100.AI3.Present_Value,2020-04-13 11:19:07,80.0,30000,°C
CS_0PDCTRW00_TL,2169.422100.TL8,CS_0PDCTRW00,422100.AI4.Present_Value,2020-04-13 11:19:08,80.0,30000,°C
CS_0PDCIWP305_TL,2169.422100.TL9,CS_0PDCIWPUMP_305,422100.AI6.Present_Value,2020-04-13 11:19:10,59.0,120000,A
CS_0PDCIGP306_TL,2169.422100.TL10,CS_0PDCIGPUMP_306,422100.AI7.Present_Value,2020-04-13 11:19:11,59.0,120000,A
CS_0PDCSGFT1_TL,2169.422100.TL12,CS_GLYCOL_FILL_TANK_1_ST,422100.BI5.Present_Value,2020-04-13 11:19:07,13.0,0,Units not found
CS_0PDCIDCF1_TL,2169.422100.TL13,CS_0PDCIDC_FAN_1,422100.AI9.Present_Value,2020-04-13 11:19:12,63.0,6000,A
CS_0PDCIDCF2_TL,2169.422100.TL14,CS_0PDCIDC_FAN_2,422100.AI10.Present_Value,2020-04-13 11:19:04,63.0,6000,A
CS_0PDCIDCF3_TL,2169.422100.TL15,CS_0PDCIDC_FAN_3,422100.AI11.Present_Value,2020-04-13 11:19:06,63.0,6000,A
CS_0PDCTGS00_SP_TL,2169.422100.TL16,CS_0PDCTSW00_DRY_COOLER_ON_SP,422100.AV3.Present_Value,2020-04-13 11:19:11,28.0,0,°C
CS_0PDCIDCF1_BV_TL,2169.422100.TL17,CS_0PDCIDCF1_ST_BV,422100.BV5.Present_Value,2020-04-13 11:19:31,72.0,0,Units not found
CS_0PDCIDCF2_BV_TL,2169.422100.TL18,CS_0PDCIDCF2_ST_BV,422100.BV6.Present_Value,2020-04-13 11:19:33,72.0,0,Units not found
CS_0PDCIDCF3_BV_TL,2169.422100.TL19,CS_0PDCIDCF3_ST_BV,422100.BV7.Present_Value,2020-04-13 11:19:34,72.0,0,Units not found
CS_0PDCIDCF_STAGE_ON_AV_TL,2169.422100.TL20,CS_0PDCIDCF_STAGE_ON_AV,422100.AV7.Present_Value,2020-04-13 11:19:06,88.0,0,
CS_0PDCIWP305_BV_TL,2169.422100.TL21,CS_0PDCIWP305_ST_BV,422100.BV1.Present_Value,2020-04-13 11:19:37,74.0,0,Units not found
CS_0PDCIGP306_BV_TL,2169.422100.TL22,CS_0PDCIGP306_ST_BV,422100.BV2.Present_Value,2020-04-13 11:19:28,74.0,0,Units not found
CS_P305_KWH_TL,2169.422100.TL30,CS_P305_KWH_AV,422100.AV34.Present_Value,2020-04-13 11:19:11,86.0,30000,kW
CS_P305_KW_TL,2169.422100.TL31,CS_P305_KW_AV,422100.AV33.Present_Value,2020-04-13 11:19:09,85.0,30000,kW
CS_P306_KWH_TL,2169.422100.TL32,CS_P305_KWH_AV,422100.AV34.Present_Value,2020-04-13 11:19:11,43.0,30000,kW
CS_P306_KW_TL,2169.422100.TL33,CS_P305_KW_AV,422100.AV33.Present_Value,2020-04-13 11:19:09,46.0,30000,kW
CS_AHU_RF1_VSD_Input_Power_KW_TL,2169.422200.TL101,CS_AHU_RF1_VSD_Input_Power_KW,422200.AV101.Present_Value,2020-04-13 11:19:55,91.0,30000,kW
CS_AHU_RF1_VSD_Input_Power_hp_TL,2169.422200.TL102,CS_AHU_RF1_VSD_Input_Power_hp,422200.AV102.Present_Value,2020-04-13 11:19:56,91.0,30000,hp
CS_AHU_RF1_VSD_Motor_Voltage_TL,2169.422200.TL103,CS_AHU_RF1_VSD_Motor_Voltage,422200.AV103.Present_Value,2020-04-13 11:19:57,90.0,30000,V
CS_AHU_RF1_VSD_Frequency_TL,2169.422200.TL104,CS_AHU_RF1_VSD_Frequency,422200.AV104.Present_Value,2020-04-13 11:19:59,89.0,30000,Hz
CS_AHU_RF1_VSD_Motor_Current_TL,2169.422200.TL105,CS_AHU_RF1_VSD_Motor_Current,422200.AV105.Present_Value,2020-04-13 11:20:00,90.0,30000,A
CS_AHU_RF1_VSD_Speed_RPM_TL,2169.422200.TL106,CS_AHU_RF1_VSD_Speed_RPM,422200.AV106.Present_Value,2020-04-13 11:20:24,89.0,30000,RPM
CS_AHU_RF1_VSD_Torque_TL,2169.422200.TL107,CS_AHU_RF1_VSD_Torque,422200.AV107.Present_Value,2020-04-13 11:20:16,88.0,30000,%
CS_AHU_RF1_VSD_DC_Link_Voltage_TL,2169.422200.TL108,CS_AHU_RF1_VSD_DC_Link_Voltage,422200.AV108.Present_Value,2020-04-13 11:20:17,91.0,30000,V
CS_AHU_RF1_VSD_Counter_Kwh_TL,2169.422200.TL109,CS_AHU_RF1_VSD_Counter_Kwh,422200.AV109.Present_Value,2020-04-13 11:20:18,90.0,30000,kWh
CS_AHU_SF1_VSD_VSD_Input_Power_KW_TL,2169.422200.TL201,CS_AHU_SF1_VSD_VSD_Input_Power_KW,422200.AV201.Present_Value,2020-04-13 11:20:19,92.0,30000,kW
CS_AHU_SF1_VSD_Input_Power_hp_TL,2169.422200.TL202,CS_AHU_SF1_VSD_Input_Power_hp,422200.AV202.Present_Value,2020-04-13 11:20:21,91.0,30000,hp
CS_AHU_SF1_VSD_Motor_Voltage_TL,2169.422200.TL203,CS_AHU_SF1_VSD_Motor_Voltage,422200.AV203.Present_Value,2020-04-13 11:20:22,90.0,30000,V
CS_AHU_SF1_VSD_Frequency_TL,2169.422200.TL204,CS_AHU_SF1_VSD_Frequency,422200.AV204.Present_Value,2020-04-13 11:20:23,89.0,30000,Hz
CS_AHU_SF1_VSD_Motor_Current_TL,2169.422200.TL205,CS_AHU_SF1_VSD_Motor_Current,422200.AV205.Present_Value,2020-04-13 11:20:24,90.0,30000,A
CS_AHU_SF1_VSD_Speed_RPM_TL,2169.422200.TL206,CS_AHU_SF1_VSD_Speed_RPM,422200.AV206.Present_Value,2020-04-13 11:20:16,89.0,30000,RPM
CS_AHU_SF1_VSD_Torque_TL,2169.422200.TL207,CS_AHU_SF1_VSD_Torque,422200.AV207.Present_Value,2020-04-13 11:20:17,88.0,30000,%
CS_AHU_SF1_VSD_DC_Link_Voltage_TL,2169.422200.TL208,CS_AHU_SF1_VSD_DC_Link_Voltage,422200.AV208.Present_Value,2020-04-13 11:20:19,91.0,30000,V
CS_AHU_SF1_VSD_Counter_Kwh_TL,2169.422200.TL209,CS_AHU_SF1_VSD_Counter_Kwh,422200.AV209.Present_Value,2020-04-13 11:20:19,90.0,30000,kWh
CS_AHU_RF2_Input_Power_KW_TL,2169.422200.TL301,CS_AHU_RF2_Input_Power_KW,422200.AV301.Present_Value,2020-04-13 11:20:21,89.0,30000,kW
CS_AHU_RF2_Input_Power_hp_TL,2169.422200.TL302,CS_AHU_RF2_Input_Power_hp,422200.AV302.Present_Value,2020-04-13 11:20:22,89.0,30000,hp
CS_AHU_RF2_Motor_Voltage_TL,2169.422200.TL303,CS_AHU_RF2_Motor_Voltage,422200.AV303.Present_Value,2020-04-13 11:20:23,89.0,30000,V
CS_AHU_RF2_Frequency_TL,2169.422200.TL304,CS_AHU_RF2_Frequency,422200.AV304.Present_Value,2020-04-13 11:20:25,87.0,30000,Hz
CS_AHU_RF2_Motor_Current_TL,2169.422200.TL305,CS_AHU_RF2_Motor_Current,422200.AV305.Present_Value,2020-04-13 11:20:17,89.0,30000,A
CS_AHU_RF2_Speed_RPM_TL,2169.422200.TL306,CS_AHU_RF2_Speed_RPM,422200.AV306.Present_Value,2020-04-13 11:20:18,87.0,30000,RPM
CS_AHU_RF2_Torque_TL,2169.422200.TL307,trend_log_input_ref not found,*.*.*,trend_log_input_ref not found,Monitored Object does not exist.,30000,trend_log_input_ref not found
CS_AHU_RF2_DC_Link_Voltage_TL,2169.422200.TL308,CS_AHU_RF2_DC_Link_Voltage,422200.AV308.Present_Value,2020-04-13 11:20:20,90.0,30000,V
CS_AHU_RF2_VSD_Counter_Kwh_TL,2169.422200.TL309,CS_AHU_RF2_VSD_Counter_Kwh,422200.AV309.Present_Value,2020-04-13 11:20:21,90.0,30000,kWh
CS_AHU_SF2_Input_Power_KW_TL,2169.422200.TL401,CS_AHU_SF2_Input_Power_KW,422200.AV401.Present_Value,2020-04-13 11:20:22,89.0,30000,kW
CS_AHU_SF2_Input_Power_hp_TL,2169.422200.TL402,CS_AHU_SF2_Input_Power_hp,422200.AV402.Present_Value,2020-04-13 11:20:24,89.0,30000,hp
CS_AHU_SF2_Motor_Voltage_TL,2169.422200.TL403,CS_AHU_SF2_Motor_Voltage,422200.AV403.Present_Value,2020-04-13 11:20:25,89.0,30000,V
CS_AHU_SF2_Frequency_TL,2169.422200.TL404,CS_AHU_SF2_Frequency,422200.AV404.Present_Value,2020-04-13 11:20:17,87.0,30000,Hz
CS_AHU_SF2_Motor_Current_TL,2169.422200.TL405,CS_AHU_SF2_Motor_Current,422200.AV405.Present_Value,2020-04-13 11:20:18,89.0,30000,A
CS_AHU_SF2_Speed_RPM_TL,2169.422200.TL406,CS_AHU_SF2_Speed_RPM,422200.AV406.Present_Value,2020-04-13 11:20:19,87.0,30000,RPM
CS_AHU_SF2_Torque_TL,2169.422200.TL407,CS_AHU_SF2_Torque,422200.AV407.Present_Value,2020-04-13 11:20:20,85.0,30000,%
CS_AHU_SF2_DC_Link_Voltage_TL,2169.422200.TL408,CS_AHU_SF2_DC_Link_Voltage,422200.AV408.Present_Value,2020-04-13 11:20:21,90.0,30000,V
CS_AHU_SF2_VSD_Counter_Kwh_TL,2169.422200.TL409,CS_AHU_SF2_VSD_Counter_Kwh,422200.AV409.Present_Value,2020-04-13 11:20:22,90.0,30000,kWh
CS_AHU_EF4_Input_Power_KW_TL,2169.422200.TL501,CS_AHU_EF4_Input_Power_KW,422200.AV501.Present_Value,2020-04-13 11:20:24,89.0,30000,kW
CS_AHU_EF4_Input_Power_hp_TL,2169.422200.TL502,CS_AHU_EF4_Input_Power_hp,422200.AV502.Present_Value,2020-04-13 11:20:25,89.0,30000,hp
CS_AHU_EF4_Motor_Voltage_TL,2169.422200.TL503,CS_AHU_EF4_Motor_Voltage,422200.AV503.Present_Value,2020-04-13 11:20:41,89.0,30000,V
CS_AHU_EF4_Frequency_TL,2169.422200.TL504,CS_AHU_EF4_Frequency,422200.AV504.Present_Value,2020-04-13 11:20:42,87.0,30000,Hz
CS_AHU_EF4_Motor_Current_TL,2169.422200.TL505,CS_AHU_EF4_Motor_Current,422200.AV505.Present_Value,2020-04-13 11:20:43,89.0,30000,A
CS_AHU_EF4_Speed_RPM_TL,2169.422200.TL506,CS_AHU_EF4_Speed_RPM,422200.AV506.Present_Value,2020-04-13 11:20:45,87.0,30000,RPM
CS_AHU_EF4_Torque_TL,2169.422200.TL507,CS_AHU_EF4_Torque,422200.AV507.Present_Value,2020-04-13 11:20:46,85.0,30000,%
CS_AHU_EF4_DC_Link_Voltage_TL,2169.422200.TL508,CS_AHU_EF4_DC_Link_Voltage,422200.AV508.Present_Value,2020-04-13 11:20:47,90.0,30000,V
CS_AHU_EF4_VSD_Counter_Kwh_TL,2169.422200.TL509,CS_AHU_SF2_VSD_Counter_Kwh,422200.AV409.Present_Value,2020-04-13 11:20:22,24.0,30000,kWh
CS_AHU_EF5_Input_Power_KW_TL,2169.422200.TL601,CS_AHU_EF5_Input_Power_KW,422200.AV601.Present_Value,2020-04-13 11:20:50,89.0,30000,kW
CS_AHU_EF5_Input_Power_hp_TL,2169.422200.TL602,CS_AHU_EF5_Input_Power_hp,422200.AV602.Present_Value,2020-04-13 11:20:41,89.0,30000,hp
CS_AHU_EF5_Motor_Voltage_TL,2169.422200.TL603,CS_AHU_EF5_Motor_Voltage,422200.AV603.Present_Value,2020-04-13 11:20:42,89.0,30000,V
CS_AHU_EF5_Frequency_TL,2169.422200.TL604,CS_AHU_EF5_Frequency,422200.AV604.Present_Value,2020-04-13 11:20:44,87.0,30000,Hz
CS_AHU_EF5_Motor_Current_TL,2169.422200.TL605,CS_AHU_EF5_Motor_Current,422200.AV605.Present_Value,2020-04-13 11:20:45,89.0,30000,A
CS_AHU_EF5_Speed_RPM_TL,2169.422200.TL606,CS_AHU_EF5_Speed_RPM,422200.AV606.Present_Value,2020-04-13 11:20:46,87.0,30000,RPM
CS_AHU_EF5_Torque_TL,2169.422200.TL607,CS_AHU_EF5_Torque,422200.AV607.Present_Value,2020-04-13 11:20:48,85.0,30000,%
CS_AHU_EF5_DC_Link_Voltage_TL,2169.422200.TL608,CS_AHU_EF5_DC_Link_Voltage,422200.AV608.Present_Value,2020-04-13 11:20:49,90.0,30000,V
CS_AHU_EF5_VSD_Counter_Kwh_TL,2169.422200.TL609,CS_AHU_EF5_VSD_Counter_Kwh,422200.AV609.Present_Value,2020-04-13 11:20:50,90.0,30000,kWh
CS_SP6AAR_Instantaneous_Real_Power_3_Phase_Total_TL7,2169.422200.TL701,CS_SP6AAR_Total_Instantaneous_Real_Power_3_Phase_Total,422200.AV701.Present_Value,2020-04-13 11:20:41,19.0,30000,kW
CS_SP6AAR_Real_Energy_Consumption_MSR_LSR_TL7,2169.422200.TL702,CS_SP6AAR_Real_Energy_Consumption_MSR_LSR,422200.AV702.Present_Value,2020-04-13 11:20:43,91.0,30000,kWh
CS_SP6AAR_Current_Average_of_3_Phases_TL7,2169.422200.TL703,CS_SP6AAR_Current_Average_of_3_Phases,422200.AV703.Present_Value,2020-04-13 11:20:44,90.0,30000,
CS_SP6AAR_Voltage_L_L_Average_of_3_Phases_TL7,2169.422200.TL704,CS_SP6AAR_Voltage_L_L_Average_of_3_Phases,422200.AV704.Present_Value,2020-04-13 11:20:45,91.0,30000,V
CS_SP6AAR_Current_Instantaneous_Phase_A_TL7,2169.422200.TL705,CS_SP6AAR_Current_Instantaneous_Phase_A,422200.AV705.Present_Value,2020-04-13 11:20:47,91.0,30000,A
CS_SP6AAR_Current_Instantaneous_Phase_B_TL7,2169.422200.TL706,CS_SP6AAR_Current_Instantaneous_Phase_B,422200.AV706.Present_Value,2020-04-13 11:20:48,91.0,30000,A
CS_SP6AAR_Current_Instantaneous_Phase_C_TL7,2169.422200.TL707,CS_SP6AAR_Current_Instantaneous_Phase_C,422200.AV707.Present_Value,2020-04-13 11:20:49,91.0,30000,A
CS_SP6AAR_Voltage_Phase_A_B_TL7,2169.422200.TL708,CS_SP6AAR_Voltage_Phase_A_B,422200.AV708.Present_Value,2020-04-13 11:20:51,87.0,30000,V
CS_SP6AAR_Voltage_Phase_B_C_TL7,2169.422200.TL709,CS_SP6AAR_Voltage_Phase_B_C,422200.AV709.Present_Value,2020-04-13 11:20:42,87.0,30000,V
CS_SP6AAR_Voltage_Phase_A_C_TL7,2169.422200.TL710,CS_SP6AAR_Voltage_Phase_A_C,422200.AV710.Present_Value,2020-04-13 11:20:43,87.0,30000,V
CS_SP6AAR_Voltage_Phase_A_N_TL7,2169.422200.TL711,CS_SP6AAR_Voltage_Phase_A_N,422200.AV711.Present_Value,2020-04-13 11:20:44,87.0,30000,V
CS_SP6AAR_Voltage_Phase_B_N_TL7,2169.422200.TL712,CS_SP6AAR_Voltage_Phase_B_N,422200.AV712.Present_Value,2020-04-13 11:20:46,87.0,30000,V
CS_SP6AAR_Voltage_Phase_C_N_TL7,2169.422200.TL713,CS_SP6AAR_Voltage_Phase_C_N,422200.AV713.Present_Value,2020-04-13 11:20:47,87.0,30000,V
CS_SP6AAR_Real_Power_Phase_A_TL7,2169.422200.TL714,CS_SP6AAR_Real_Power_Phase_A,422200.AV714.Present_Value,2020-04-13 11:20:48,88.0,30000,kW
CS_SP6AAR_Real_Power_Phase_B_TL7,2169.422200.TL715,CS_SP6AAR_Real_Power_Phase_B,422200.AV715.Present_Value,2020-04-13 11:20:50,88.0,30000,kW
CS_SP6AAR_Real_Power_Phase_C_TL7,2169.422200.TL716,CS_SP6AAR_Real_Power_Phase_C,422200.AV716.Present_Value,2020-04-13 11:20:51,88.0,30000,kW
CS_SP6AAR_Total_Power_Factor_TL7,2169.422200.TL717,CS_SP6AAR_Total_Power_Factor,422200.AV717.Present_Value,2020-04-13 11:20:42,88.0,30000,
CS_SP6AAR_Power_Factor_Phase_A_TL7,2169.422200.TL718,CS_SP6AAR_Power_Factor_Phase_A,422200.AV718.Present_Value,2020-04-13 11:20:43,88.0,30000,
CS_SP6AAR_Power_Factor_Phase_B_TL7,2169.422200.TL719,CS_SP6AAR_Power_Factor_Phase_B,422200.AV719.Present_Value,2020-04-13 11:20:44,88.0,30000,
CS_SP6AAR_Power_Factor_Phase_C_TL7,2169.422200.TL720,CS_SP6AAR_Power_Factor_Phase_C,422200.AV720.Present_Value,2020-04-13 11:20:46,88.0,30000,
CS_SP6AAR_Frequency_derived_from_Phase_A_TL7,2169.422200.TL721,CS_SP6AAR_Frequency_derived_from_Phase_A,422200.AV721.Present_Value,2020-04-13 11:20:47,91.0,30000,Hz
CS_SP6AAR_Total_Real_Power_Present_Demand_TL7,2169.422200.TL722,CS_SP6AAR_Total_Real_Power_Present_Demand,422200.AV722.Present_Value,2020-04-13 11:20:48,91.0,30000,kW
CS_SP6AAR_Total_Real_Power_Max_Demand_TL,2169.422200.TL723,CS_SP6AAR_Total_Real_Power_Max_Demand,422200.AV723.Present_Value,2020-04-13 11:20:50,93.0,30000,kW
CS_SP6AAR_Command_Register_Reset_TL7,2169.422200.TL724,CS_SP6AAR_Command_Register_Reset,422200.AV724.Present_Value,2020-04-13 11:21:16,89.0,30000,
CS_SP6AAR_Diagnostic_Alert_TL7,2169.422200.TL725,CS_SP6AAR_Diagnostic_Alert,422200.AV725.Present_Value,2020-04-13 11:21:08,87.0,30000,
CS_EF6_VSD_Input_Power_KW_TL,2169.422200.TL801,CS_EF6_VSD_Input_Power_KW,422200.AV801.Present_Value,2020-04-13 11:21:09,89.0,30000,kW
