,tSa,tRa,tOa,pSa,sOa,sHc,sCc,sFan,tSaSp,pSaSp
2019-01-01 0:00,14.51232505,19.24845028,-0.803788006,0,0,13.6988167,0,0,13,400
2019-01-01 1:00,14.39549994,19.15647507,0.08754511,0,0,20.42764997,0,0,13,400
2019-01-01 2:00,14.60059977,19.15674973,0.619937003,0,0,13.82747491,0,0,13,400
2019-01-01 3:00,14.73799992,19.16392469,0.495156502,0,0,16.44384154,0,0,13,400
2019-01-01 4:00,14.61937499,19.24012518,0.261569656,0,0,19.5015831,0,0,13,400
2019-01-01 5:00,14.73934984,19.29190016,-0.169394499,0,0,16.28074161,0,0,13,400
2019-01-01 6:00,14.60255003,19.40062475,-0.214108499,0,0,18.61893336,0,0,13,400
2019-01-01 7:00,14.72552514,19.45275021,-0.155175302,0,0,15.66347504,0,0,13,400
2019-01-01 8:00,14.61960006,19.44777536,0.246157583,0,0,19.19884992,0,0,13,400
2019-01-01 9:00,14.69705009,19.44382477,-0.190604695,0,0,16.46739149,0,0,13,400
2019-01-01 10:00,14.89772511,20.44262505,-0.75939097,166.4755821,48.97358495,10.49698337,0,33.30362511,14.00445008,412.5
2019-01-01 11:00,16.02659988,21.42777538,-2.113384982,408.0506719,55.42776616,0,0,65.35607529,16,400
2019-01-01 12:00,15.93270016,21.53082466,-3.019313335,394.4241689,52.08480072,0,0,65.33337402,16,400
2019-01-01 13:00,16.02329993,21.45679998,-3.545211713,397.8597539,52.09457493,0,0,66.64174843,16,400
2019-01-01 14:00,16.08147526,21.51944971,-4.913380067,399.7617518,52.01189995,0,0,66.32347298,16,400
2019-01-01 15:00,16.00185013,21.45467472,-4.977784952,403.9158351,54.41340065,0,0,66.18072319,16,400
2019-01-01 16:00,16.42085004,20.83327532,-6.255634944,200.2839991,0,8.28300031,0,32.94325066,14.54325,400
2019-01-01 17:00,17.98827457,19.07127523,-7.159071684,0,0,2.751070844,0,0,13,400
2019-01-01 18:00,16.8132,18.71567535,-8.237683217,0,0,0.031328442,0,0,13,400
2019-01-01 19:00,14.9782002,18.79350042,-9.352936745,0,0,5.882292743,0,0,13,400
2019-01-01 20:00,13.45777512,18.98329973,-10.27052164,0,0,18.61272526,0,0,13,400
2019-01-01 21:00,12.94729996,18.99680042,-11.17539994,0,0,19.0824999,0,0,13,400
2019-01-01 22:00,12.76432514,19.06209993,-12.31071647,0,0,18.90056674,0,0,13,400
2019-01-01 23:00,12.50559998,18.93674994,-13.33951664,0,0,18.94246674,0,0,13,400
2019-01-02 0:00,12.32445002,18.90702534,-14.05850013,0,0,19.91251659,0,0,13,400
2019-01-02 1:00,12.14980006,18.72712517,-14.20563348,0,0,19.00844153,0,0,13,400
2019-01-02 2:00,12.14247489,18.80127478,-14.46116654,0,0,19.24476671,0,0,13,400
2019-01-02 3:00,12.12067533,18.69179964,-14.35571686,0,0,18.82052501,0,0,13,400
2019-01-02 4:00,12.12609982,18.69397449,-14.34328349,0,0,19.12268329,0,0,13,400
2019-01-02 5:00,12.10385013,18.71645021,-14.7880168,0,0,18.9058915,0,0,13,400
2019-01-02 6:00,12.00055003,18.60717487,-15.31953335,0,0,18.9598252,0,0,13,400
2019-01-02 7:00,12.02657509,18.66192484,-15.29563316,0,0,19.21640793,0,0,13,400
2019-01-02 8:00,16.02840018,21.59787464,-15.11048333,366.1697489,21.0850147,0,0,63.60367489,16,400
2019-01-02 9:00,15.99265003,21.6819253,-13.89464982,397.2961706,27.51929951,0,0,66.88677597,16,400
2019-01-02 10:00,15.98092484,21.70865011,-12.67044973,392.9986674,24.85090065,0,0,70.89899826,16,400
2019-01-02 11:00,16.01505017,21.81472492,-11.06514994,401.9054998,24.85090065,0,0,72.37872505,16,400
2019-01-02 12:00,15.93652511,21.73215055,-9.925470034,402.3724976,29.86639977,0,0,72.33119965,15.95191662,400
2019-01-02 13:00,15.93252492,21.70187473,-9.11165158,405.6101659,35.04290009,0,0,70.80714989,15.95941663,400
2019-01-02 14:00,15.96160007,21.61552525,-8.876908302,401.8856761,40.1035738,0,0,67.41882515,15.92521667,400
2019-01-02 15:00,15.97720003,21.66359997,-9.597418308,400.8484166,38.06103261,0,0,67.01445007,16,400
2019-01-02 16:00,16.06559992,21.59797478,-10.51921002,401.837087,47.07505035,0,0,66.62997627,16,400
2019-01-02 17:00,15.99059987,21.74567509,-11.18764989,401.9173355,44.49202538,0,0,65.92302513,16,400
2019-01-02 18:00,16.04487514,21.71242476,-11.55969985,400.4419149,44.45185089,0,0,65.12832451,16,400
2019-01-02 19:00,15.94812512,21.70694971,-11.3410333,394.7953288,41.89474869,0,0,65.44622612,16,400
2019-01-02 20:00,15.99790001,21.68895006,-10.36514997,405.3138351,46.87324905,0,0,65.33415222,16,400
2019-01-02 21:00,15.99457502,21.68039942,-10.81276671,396.9903336,41.81240082,0,0,65.91287422,16,400
2019-01-02 22:00,17.59895039,19.69842482,-10.58313338,0,0,10.08399143,0,0,13.2926333,400
2019-01-02 23:00,17.91627502,18.67042542,-10.57109833,0,0,1.407816119,0,0,13,400
2019-01-03 0:00,16.08315015,18.53634977,-10.19128323,0,0,1.267018842,0,0,13,400
2019-01-03 1:00,14.22197509,18.671525,-10.2633667,0,0,15.12903996,0,0,13,400
2019-01-03 2:00,13.45627522,18.83299971,-10.38488324,0,0,17.64954178,0,0,13,400
2019-01-03 3:00,13.17805004,18.85379982,-10.31330649,0,0,18.75460815,0,0,13,400
2019-01-03 4:00,13.14299965,18.85914946,-10.02556324,0,0,19.57509979,0,0,13,400
2019-01-03 5:00,13.20317507,18.891325,-9.506724834,0,0,19.91490825,0,0,13,400
2019-01-03 6:00,13.30859995,18.97022486,-8.458786647,0,0,18.75708326,0,0,13,400
2019-01-03 7:00,13.32657504,19.02775002,-8.128776709,0,0,18.76864171,0,0,13,400
2019-01-03 8:00,15.93797493,21.55697489,-7.254406611,369.4580816,32.60892493,0,0,64.52569866,15.87305005,400
2019-01-03 9:00,16.02535009,21.59465027,-6.618926684,395.5525792,51.07970047,0,0,65.63615036,16,400
2019-01-03 10:00,16.02237487,21.59797525,-5.914026578,399.4510015,56.14379883,0,0,64.78134918,16,400
2019-01-03 11:00,16.03457499,21.56422472,-4.997048219,398.9835841,56.15383403,0,0,65.15050125,16,400
2019-01-03 12:00,15.99154997,21.60637522,-4.191526691,399.0048294,61.18000031,0,0,65.05057716,16,400
2019-01-03 13:00,15.9482255,21.60347509,-3.729913354,401.9407501,61.18000031,0,0,65.69192696,16,400
2019-01-03 14:00,16.0246501,21.64424992,-3.503448367,398.3119202,61.18000031,0,0,65.51545143,16,400
2019-01-03 15:00,16.02120042,21.66515017,-3.215586702,398.8719177,61.18000031,0,0,65.86797714,16,400
2019-01-03 16:00,15.99962521,21.65499973,-3.083911697,401.6258316,61.18000031,0,0,65.77390099,16,400
2019-01-03 17:00,16.02752495,21.6246748,-3.114486734,398.1666667,61.18000031,0,0,65.07434845,16,400
2019-01-03 18:00,16.03025007,21.63842487,-3.077909986,398.3055827,61.18000031,0,0,65.30492592,16,400
2019-01-03 19:00,15.97530031,21.58972502,-2.339385033,400.9120814,61.18000031,0,0,65.41502571,16,400
2019-01-03 20:00,16.00029993,21.52565002,-2.345321655,399.5737508,61.18000031,0,0,65.93500137,16.00833337,400
2019-01-03 21:00,16.01049995,21.50317478,-1.464104573,402.2560806,66.18530273,0,0,65.25292397,16,400
2019-01-03 22:00,17.66792488,19.87272501,0.324708782,0,0,7.970892521,0,0,13.34062305,400
2019-01-03 23:00,18.45727444,18.98535013,0.899372816,0,0,0.122791347,0,0,13,400
2019-01-04 0:00,17.75619984,18.78662491,0.230930199,0,0,0.002218977,0,0,13,400
2019-01-04 1:00,16.86759996,18.88929987,-0.049415251,0,0,0.005099956,0,0,13.01538467,400
2019-01-04 2:00,16.03499985,18.91042471,-0.0032064,0,0,0.010903797,0,0,13.08461571,400
2019-01-04 3:00,15.37992501,18.8916254,0.715388323,0,0,0.003092842,0,0,13.09230804,400
2019-01-04 4:00,14.99552488,19.00767469,1.202369491,0,0,0.177643133,0,0,13.01538467,400
2019-01-04 5:00,14.92512488,19.08840036,1.920195003,0,0,1.350733023,0,0,13,400
2019-01-04 6:00,14.90324998,19.16607428,2.044174989,0,0,3.366982332,0,0,13,400
2019-01-04 7:00,14.84250021,19.22409964,1.873039981,0,0,5.694475394,0,0,13,400
2019-01-04 8:00,15.33022475,21.33332491,2.086963336,366.2005857,54.36432036,0.528042316,0,67.15442467,15.08676925,412.5
2019-01-04 9:00,15.97264957,21.40887499,2.756014983,402.2419205,70.43759918,0,0,66.16562653,16,400
2019-01-04 10:00,15.99679971,21.3732996,3.11757493,400.0487493,70.43759918,0,0,65.98830032,16,400
2019-01-04 11:00,16.00174999,21.38082504,3.742101669,396.6185811,70.43759918,0,0,66.10140228,16,400
2019-01-04 12:00,15.99862504,21.39577484,3.594089985,401.8977534,70.43759918,0,0,66.38339996,16,400
2019-01-04 13:00,15.96650004,21.40649986,3.878916701,407.45917,72.98614883,0,0,66.15159988,15.96935382,400
2019-01-04 14:00,16.0306251,21.4079752,3.893211722,402.5388336,70.47609711,0,0,65.88867569,16,400
2019-01-04 15:00,16.00347495,21.39537477,4.271658341,398.4144999,70.47609711,0,0,65.93154907,16,400
2019-01-04 16:00,15.97387481,21.43562508,4.196303328,405.6012472,70.47609711,0,0,66.20569992,16,400
2019-01-04 17:00,15.99910021,21.41332531,3.649138371,401.7929179,70.47609711,0,0,65.58649826,16,400
2019-01-04 18:00,15.99314976,21.41989994,3.784923315,404.2261709,70.47609711,0,0,65.39410019,16,400
2019-01-04 19:00,16.02574968,21.35645008,3.576421698,395.0190782,70.47609711,0,0,65.31394958,16,400
2019-01-04 20:00,16.04242516,21.33955002,3.607186635,402.7211562,70.47609711,0,0,64.81742477,16,400
2019-01-04 21:00,16.01530004,21.29502487,3.753998319,398.1286926,70.47609711,0,0,65.08320045,16,400
2019-01-04 22:00,17.80307484,19.95162439,3.557963371,31.75061505,0,3.494396421,0,0,13.46596153,400
2019-01-04 23:00,18.89212513,19.23337507,3.439663331,0,0,0.006299239,0,0,13,400
2019-01-05 0:00,18.52675009,19.0314002,2.748421629,0,0,0,0,0,13,400
2019-01-05 1:00,17.9288497,18.9447751,2.039969961,0,0,0,0,0,13,400
2019-01-05 2:00,17.27637434,18.93637514,2.106400033,0,0,0.000334079,0,0,13,400
2019-01-05 3:00,16.70497513,19.00075054,2.282653371,0,0,0.003032718,0,0,13,400
2019-01-05 4:00,16.30087519,19.10572433,2.057185014,0,0,0.005323331,0,0,13,400
2019-01-05 5:00,15.92569995,19.0908494,2.284954985,0,0,0.003358585,0,0,13,400
2019-01-05 6:00,15.66075015,19.25090027,2.404126644,0,0,0.001578185,0,0,13,400
2019-01-05 7:00,15.60195017,19.46612501,2.453980009,0,0,0.001671977,0,0,13,400
2019-01-05 8:00,15.5877502,19.52502489,2.436668317,0,0,0.000501761,0,0,13,400
2019-01-05 9:00,14.69792509,20.40777493,2.818178336,155.1778482,58.05074464,0,0,33.84684944,13.53641539,412.5
2019-01-05 10:00,16.03944969,21.28507519,4.563509941,399.1187697,71.4367981,0,0,66.96967316,16,400
2019-01-05 11:00,16.00747514,21.31822491,4.259518385,402.0156133,71.4367981,0,0,67.07245064,15.98280767,400
2019-01-05 12:00,16.00547481,21.29182482,4.98946325,403.2470774,71.4367981,0,0,66.04547501,16,400
2019-01-05 13:00,16.05242491,21.31792498,5.594178279,407.3246202,71.4367981,0,0,66.49742699,16,400
2019-01-05 14:00,16.00480008,21.32482481,5.115673304,401.1926199,71.4367981,0,0,65.90802574,16,400
2019-01-05 15:00,15.95907497,21.2958498,5.136190017,408.4663884,71.4367981,0,0,65.83847618,15.99250001,400
2019-01-05 16:00,15.97449994,21.29579973,4.244581699,401.7381545,71.4367981,0,0,65.46690178,16,400
2019-01-05 17:00,16.50032473,20.77517509,3.706085006,210.9956947,0,0.447062545,0,32.67065048,14.72434616,400
2019-01-05 18:00,18.70262527,19.58292484,3.449859977,0,0,1.110154825,0,0,13,400
2019-01-05 19:00,18.68924999,19.26130009,3.267813325,0,0,0.00275055,0,0,13,400
2019-01-05 20:00,18.04902506,19.15049982,3.020558318,0,0,0.000914258,0,0,13,400
2019-01-05 21:00,17.43292475,19.19432545,2.931130012,0,0,0.005822502,0,0,13,400
2019-01-05 22:00,16.99012518,19.27932453,2.970256646,0,0,0.000172217,0,0,13,400
2019-01-05 23:00,16.50107527,19.29867458,2.659376661,0,0,0.000126203,0,0,13,400
2019-01-06 0:00,16.03439999,19.31827545,2.221873363,0,0,0.007114805,0,0,13,400
2019-01-06 1:00,15.72480011,19.38785028,2.18674167,0,0,0.00097195,0,0,13,400
2019-01-06 2:00,15.50810003,19.39482498,1.935601691,0,0,0.004560783,0,0,13,400
2019-01-06 3:00,15.20409989,19.38980007,1.998068372,0,0,0,0,0,13,400
2019-01-06 4:00,15.13325024,19.49972486,1.83096834,0,0,0.005051425,0,0,13,400
2019-01-06 5:00,15.11382508,19.50784969,1.90369,0,0,0.00937345,0,0,13,400
2019-01-06 6:00,14.92120004,19.53957462,1.124303505,0,0,0.006204122,0,0,13,400
2019-01-06 7:00,14.83194995,19.46740007,-0.563737161,0,0,1.32364247,0,0,13,400
2019-01-06 8:00,14.55287504,19.56377506,-1.378180007,0,0,7.849705815,0,0,13,400
2019-01-06 9:00,14.22650003,19.60134983,-1.655518333,0,0,18.13349986,0,0,13,400
2019-01-06 10:00,14.23952484,19.68112469,-2.121046662,0,0,16.61352491,0,0,13,400
2019-01-06 11:00,14.21277499,19.70360041,-2.450511694,0,0,20.10388358,0,0,13,400
2019-01-06 12:00,14.29989982,19.69704962,-2.508581678,0,0,17.36086639,0,0,13,400
2019-01-06 13:00,14.16455007,19.70300007,-2.929275036,0,0,19.45627522,0,0,13,400
2019-01-06 14:00,14.05034971,19.76709938,-4.002261639,0,0,19.33312496,0,0,13,400
2019-01-06 15:00,13.63010025,19.70557499,-4.628355026,0,0,17.02268338,0,0,13,400
2019-01-06 16:00,13.69249988,19.65277529,-5.674728314,0,0,18.75780837,0,0,13,400
2019-01-06 17:00,13.64425015,19.58999968,-6.594286601,0,0,19.35267496,0,0,13,400
2019-01-06 18:00,13.48904991,19.46690035,-7.175040007,0,0,18.31494983,0,0,13,400
2019-01-06 19:00,13.44262505,19.39567471,-7.553625027,0,0,18.205525,0,0,13,400
2019-01-06 20:00,13.3204,19.38587523,-8.425370057,0,0,19.1649665,0,0,13,400
2019-01-06 21:00,13.21839976,19.39957476,-8.982863108,0,0,19.34572522,0,0,13,400
2019-01-06 22:00,13.1642251,19.29702473,-9.497659842,0,0,18.28099147,0,0,13,400
2019-01-06 23:00,13.00905013,19.28814983,-10.21932666,0,0,19.88527513,0,0,13,400
2019-01-07 0:00,12.92452526,19.19722509,-10.66603343,0,0,18.66233349,0,0,13,400
2019-01-07 1:00,12.81022501,19.04669952,-11.27236684,0,0,19.82785002,0,0,13,400
2019-01-07 2:00,12.79845023,19.02357531,-11.28039996,0,0,18.26560831,0,0,13,400
2019-01-07 3:00,12.67724991,18.93892479,-12.18663343,0,0,19.71883353,0,0,13,400
2019-01-07 4:00,12.55182528,18.99695015,-12.56605021,0,0,19.48007512,0,0,13,400
2019-01-07 5:00,12.50032473,18.87685013,-12.74316645,0,0,19.04140814,0,0,13,400
2019-01-07 6:00,12.44992518,18.94447517,-13.12921667,0,0,18.33652512,0,0,13,400
2019-01-07 7:00,12.54090023,19.07467508,-12.6668334,0,0,18.20107492,0,0,13,400
2019-01-07 8:00,16.12717509,21.57354927,-11.97409995,337.1273321,20.16707242,1.878533363,0,64.00177288,15.75,400
2019-01-07 9:00,16.08352494,21.77115011,-11.06026665,398.7910004,45.39286804,0,0,65.55700111,16,400
2019-01-07 10:00,16.03500009,21.73512506,-9.744204839,401.5962499,55.46689987,0,0,64.89859772,16,400
2019-01-07 11:00,15.98634982,21.74907494,-9.38127327,397.7093328,55.46689987,0,0,64.71265221,16,400
2019-01-07 12:00,16.03339982,21.77672482,-8.810886542,397.5868352,52.90060043,0,0,65.95890236,16,400
2019-01-07 13:00,15.96007514,21.69389963,-9.268354893,401.0260824,50.42290115,0,0,66.26927376,16,400
2019-01-07 14:00,15.9611752,21.67795038,-8.740973314,404.9365031,55.47280121,0,0,65.95324707,16,400
2019-01-07 15:00,15.97647524,21.67369986,-9.249491692,398.8173345,52.90005112,0,0,65.4267025,16,400
2019-01-07 16:00,16.05542517,21.67277527,-9.289900144,398.2458344,50.41130066,0,0,65.75049973,16,400
2019-01-07 17:00,15.97864985,21.69522476,-10.1212484,403.3215027,58.53323975,0,0,64.65974998,16,400
2019-01-07 18:00,15.99057508,21.70660019,-10.21830988,396.2709173,55.04846039,0,0,64.35002708,16,400
2019-01-07 19:00,15.99947476,21.75367498,-10.26031669,395.4374161,53.64668546,0,0,65.35319901,16,400
2019-01-07 20:00,16.03785014,21.62759972,-10.59534979,399.5641683,51.01050034,0,0,65.65774918,16,400
2019-01-07 21:00,16.02549982,21.69570017,-11.18210014,405.0017522,54.98943329,0,0,64.37490082,16,400
2019-01-07 22:00,17.54634953,19.5781002,-11.46758334,20.06866709,0,1.6643475,0,0,13.31075001,400
2019-01-07 23:00,17.50964975,18.26939964,-11.29996665,0,0,1.445265437,0,0,13,400
2019-01-08 0:00,15.66255021,18.16987514,-10.93885008,0,0,1.338282864,0,0,13,400
2019-01-08 1:00,13.80005002,18.20497513,-10.44416666,0,0,15.55327849,0,0,13,400
2019-01-08 2:00,12.88839984,18.43142462,-10.140625,0,0,18.76825849,0,0,13,400
2019-01-08 3:00,12.87240005,18.60909986,-9.628168265,0,0,19.7586085,0,0,13,400
2019-01-08 4:00,13.05022478,18.70434952,-8.276293357,0,0,18.18157506,0,0,13,400
2019-01-08 5:00,13.17734981,18.76279974,-6.966338317,0,0,19.34465837,0,0,13,400
2019-01-08 6:00,13.41070008,18.89562511,-6.089386781,0,0,19.00520825,0,0,13,400
2019-01-08 7:00,13.39227486,18.93452501,-5.323745092,0,0,18.42760825,0,0,13,400
2019-01-08 8:00,15.79197526,21.48852491,-4.786826611,347.7081172,42.66761192,0,0,65.00097561,15.54389167,400
2019-01-08 9:00,15.99372506,21.61322546,-3.809878349,397.2224147,61.44760132,0,0,65.79832458,16,400
2019-01-08 10:00,15.9999001,21.63525057,-2.468913356,397.5644226,61.44760132,0,0,67.37680054,16,400
2019-01-08 11:00,15.87607479,21.62870026,-0.224149326,400.0379969,67.36859894,0,0,68.19855118,15.88284167,400
2019-01-08 12:00,15.97175002,21.49114943,1.091753999,399.9367498,67.36859894,0,0,68.30605125,15.99841666,400
2019-01-08 13:00,16.04255009,21.45070028,1.123892506,402.9365794,67.36859894,0,0,67.10730171,16,400
2019-01-08 14:00,15.92645001,21.47277498,1.486838341,404.4162521,67.36859894,0,0,67.3878231,15.97798332,400
2019-01-08 15:00,15.757025,21.36232471,1.76425,401.3670858,69.54580307,0,0,68.2961998,15.78154182,400
2019-01-08 16:00,15.99037504,21.37907505,1.337808331,404.5780818,66.71140289,0,0,67.25889778,16,400
2019-01-08 17:00,15.99802518,21.42264986,1.733333309,402.6822484,66.71140289,0,0,67.14702415,16,400
2019-01-08 18:00,15.92015004,21.49494982,1.548608323,407.7329992,71.71649933,0,0,66.49824905,16,400
2019-01-08 19:00,15.97412491,21.42775011,1.393791676,398.3713353,71.71649933,0,0,65.88849831,16,400
2019-01-08 20:00,15.99205017,21.43502474,1.58638833,398.841835,66.61840057,0,0,66.71787453,16,400
2019-01-08 21:00,15.98827505,21.36929989,1.268514643,410.3340861,66.61840057,0,0,66.83812523,16,400
2019-01-08 22:00,17.62714958,19.86794996,1.166415006,0.105869164,0,1.405306603,0,0,13.32984169,400
2019-01-08 23:00,18.54254961,19.04084921,0.937018325,0,0,0.009147643,0,0,13,400
2019-01-09 0:00,17.8829999,18.77029991,1.125754813,0,0,0.004760742,0,0,13,400
2019-01-09 1:00,17.15770006,18.83755016,1.452015003,0,0,0.00018541,0,0,13,400
2019-01-09 2:00,16.61260033,18.99480009,1.887431681,0,0,0.010710242,0,0,13,400
2019-01-09 3:00,16.00697494,19.00897503,1.770698349,0,0,0.005047363,0,0,13,400
2019-01-09 4:00,15.44035006,19.01807451,1.93162336,0,0,0.002981483,0,0,13,400
2019-01-09 5:00,15.17535019,19.24177456,1.978316685,0,0,0.015220992,0,0,13,400
2019-01-09 6:00,14.92217517,19.24817514,2.089449962,0,0,0.007050475,0,0,13,400
2019-01-09 7:00,14.7282002,19.25362492,2.006721636,0,0,0,0,0,13,400
2019-01-09 8:00,15.35279989,21.44764948,2.001536667,355.9501686,51.03193201,0,0,68.96094894,15.18496672,425
2019-01-09 9:00,16.00667524,21.5133996,2.0455483,437.3431651,68.63490295,0,0,69.41054916,16,436.3636364
2019-01-09 10:00,15.9781251,21.50789976,2.208946665,450.6065801,68.63490295,0,0,70.64579964,15.97950006,458.3333333
2019-01-09 11:00,15.91000009,21.50042486,2.709069967,450.3184153,74.52089691,0,0,69.72660065,15.94599168,443.1818182
2019-01-09 12:00,15.85790014,21.48184967,2.747996648,437.1465861,70.60146586,0,0,70.24757576,15.71829168,450
2019-01-09 13:00,15.97237515,21.48427486,2.850799998,450.7594121,67.76809692,0,0,71.00082397,16,443.1818182
2019-01-09 14:00,16.00317502,21.44612551,2.014431695,445.7259979,67.76809692,0,0,70.44375038,16.00833337,450
2019-01-09 15:00,16.04402494,21.48640013,1.288556317,415.2612508,62.47499847,0,0,68.3410759,16,420.8333333
2019-01-09 16:00,15.94605017,21.4432497,0.822777847,401.7962494,64.79924965,0,0,67.30822563,16,400
2019-01-09 17:00,16.02745008,21.54922485,0.355797499,404.323499,62.11999893,0,0,67.20075035,16.01666673,400
2019-01-09 18:00,16.06609988,21.5618,0.059421464,398.6940028,64.63175011,0,0,66.13025284,15.98338334,400
2019-01-09 19:00,16.01992488,21.50429964,-0.262306334,400.3019969,62.11980057,0,0,67.01142502,16.06666692,400
2019-01-09 20:00,16.04974985,21.52162504,-0.208267832,404.6313324,67.12169647,0,0,65.16060066,16.01666673,400
2019-01-09 21:00,15.96567512,21.49222517,-0.123160899,400.8669993,67.12169647,0,0,65.01515007,16,400
2019-01-09 22:00,17.2874999,19.92214966,-0.40884017,0.019150916,0,9.142818266,0,0,13.44423334,400
2019-01-09 23:00,18.0611248,18.96840048,-1.079734842,0,0,0.005089444,0,0,13,400
2019-01-10 0:00,17.20847511,18.70497513,-1.48875167,0,0,0.007238708,0,0,13,400
2019-01-10 1:00,16.18727446,18.72687483,-1.999828319,0,0,0.013116432,0,0,13,400
2019-01-10 2:00,15.27192521,18.97742462,-2.917326689,0,0,0.49673916,0,0,13,400
2019-01-10 3:00,14.22702503,18.89069986,-3.916575034,0,0,6.019232571,0,0,13,400
2019-01-10 4:00,13.39309978,18.9079752,-4.466150045,0,0,17.88806653,0,0,13,400
2019-01-10 5:00,13.05100012,18.98460007,-5.407440106,0,0,18.42895834,0,0,13,400
2019-01-10 6:00,13.02087498,19.17767525,-5.901970069,0,0,18.47956665,0,0,13,400
2019-01-10 7:00,13.27300024,19.33077478,-6.337426662,0,0,18.06336649,0,0,13,400
2019-01-10 8:00,15.649575,21.51542473,-6.570486705,365.715332,38.99887345,0,0,66.5971489,15.66771666,412.5
2019-01-10 9:00,15.83357501,21.73534966,-6.897680044,398.5131683,47.9836998,0,0,66.28817558,16,400
2019-01-10 10:00,16.08300018,21.82564974,-6.804218372,401.8956706,52.99592495,0,0,66.07189941,16,400
2019-01-10 11:00,16.06355023,21.76900005,-6.836663246,398.5587514,55.53770065,0,0,67.02320099,15.95952503,400
2019-01-10 12:00,15.18769979,21.71062517,-6.262984991,398.7076645,49.1415544,0,0,69.31327438,15.28122481,400
2019-01-10 13:00,15.93124986,21.69525003,-6.349388282,411.2835032,43.64993286,0,0,69.48120117,15.89323338,450
2019-01-10 14:00,15.93322492,21.70087481,-6.294216712,426.9044113,45.25273387,0,0,69.93564987,15.93829171,430.5555556
2019-01-10 15:00,15.97464991,21.72922468,-7.079305013,433.3406677,47.73689842,0,0,68.19760132,15.97043331,453.5714286
2019-01-10 16:00,15.97475004,21.82844973,-8.069743315,402.7929153,50.22313309,0,0,66.64692688,16,437.5
2019-01-10 17:00,16.03197503,21.8520999,-9.115000089,448.0911662,42.65094948,0,0,70.53772545,16,445.8333333
2019-01-10 18:00,15.60750008,21.82372522,-10.09952656,422.3450826,52.19428101,0,0,66.55037308,15.60459169,437.5
2019-01-10 19:00,15.83400011,21.73764992,-10.50436672,400.3024139,44.59305,0,0,65.87145042,15.82718341,400
2019-01-10 20:00,16.07072496,21.74735069,-10.88621648,400.2300034,46.27486674,0,0,65.85589981,16,400
2019-01-10 21:00,16.03572488,21.77425003,-11.10553344,399.6210861,47.09065056,0,0,65.42099953,16,400
2019-01-10 22:00,17.61099958,19.98000002,-11.74739997,0,0,10.28953554,0,0,13.36099172,512.5
2019-01-10 23:00,17.23925018,18.7994504,-12.16438341,0,0,1.617324441,0,0,13,600
2019-01-11 0:00,14.85809994,18.36844969,-13.61429993,0,0,3.42627488,0,0,13,600
2019-01-11 1:00,12.71242499,18.32252502,-14.65936661,0,0,18.62516673,0,0,13,600
2019-01-11 2:00,11.68884993,18.50320005,-15.69980001,0,0,18.65554142,0,0,13,600
2019-01-11 3:00,11.29537463,18.33395004,-16.34328302,0,0,19.3612082,0,0,13.01128332,600
2019-01-11 4:00,11.25204992,18.27825022,-17.11250019,0,0,19.16086666,0,0,13,600
2019-01-11 5:00,11.18674994,18.23717499,-17.93549983,0,0,19.92390823,0,0,13,600
2019-01-11 6:00,11.15799999,18.24819994,-18.58606656,0,0,19.84235843,0,0,13,600
2019-01-11 7:00,11.00222492,18.2673502,-18.87596671,0,0,20.11385854,0,0,13.01638333,600
2019-01-11 8:00,16.22047496,21.4536252,-18.2617836,419.755249,26.02308673,0,0,66.99200058,16,487.5
2019-01-11 9:00,16.02680039,21.64839935,-16.7252833,395.2884979,30.27960014,0,0,65.86000061,16,400
2019-01-11 10:00,16.01002526,21.64839935,-16.10290035,402.0599136,37.81329918,0,0,65.86000061,16,400
2019-01-11 11:00,15.63119984,21.64839935,-15.4434998,391.627301,31.66763401,0,0,65.86000061,15.69061244,400
2019-01-11 12:00,15.78139973,21.64839935,-15.19979954,399.5209961,28.40600014,0,0,65.86000061,15.81470013,400
2019-01-11 13:00,15.78139973,21.64839935,-15.19979954,399.5209961,28.40600014,0,0,65.86000061,15.81470013,400
2019-01-11 14:00,15.78139973,21.64839935,-15.19979954,399.5209961,28.40600014,0,0,65.86000061,15.81470013,400
2019-01-11 15:00,15.78139973,21.64839935,-15.19979954,399.5209961,28.40600014,0,0,65.86000061,15.81470013,400
2019-01-11 16:00,15.78139973,21.64839935,-15.19979954,399.5209961,28.40600014,0,0,65.86000061,15.81470013,400
2019-01-11 17:00,15.78139973,21.64839935,-15.19979954,399.5209961,28.40600014,0,0,65.86000061,15.81470013,400
2019-01-11 18:00,15.78139973,21.64839935,-15.19979954,399.5209961,28.40600014,0,0,65.86000061,15.81470013,400
2019-01-11 19:00,15.78139973,21.64839935,-15.19979954,399.5209961,28.40600014,0,0,65.86000061,15.81470013,400
2019-01-11 20:00,15.78139973,21.64839935,-15.19979954,399.5209961,28.40600014,0,0,65.86000061,15.81470013,400
2019-01-11 21:00,15.78139973,21.64839935,-15.19979954,399.5209961,28.40600014,0,0,65.86000061,15.81470013,400
2019-01-11 22:00,15.78139973,21.64839935,-15.19979954,399.5209961,28.40600014,0,0,65.86000061,15.81470013,400
2019-01-11 23:00,15.78139973,21.64839935,-15.19979954,399.5209961,28.40600014,0,0,65.86000061,15.81470013,400
